# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Jan 23 16:21:11 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Euclid VIS+NISP (ABmags)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  VISmag  Ymag    Bluemag  Jmag    Redmag  Hmag
0.0001 -2.19174 10.00000 0.5857202411 2.9464066652    0.585 -0.694  3.7222  4.740    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-14      0.00 7.868e-01 2.131e-01 1.556e-05 4.202e-06 3.813e-05 -1.000 9.999e-05 6.505 6.395 6.192 6.193 6.198 6.237 6.333
0.0001 -2.19174 10.00000 0.6008928418 2.9580702083    0.600 -0.635  3.7292  4.721    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 7.901e-01 2.098e-01 1.535e-05 4.145e-06 3.762e-05 -1.000 1.000e-04 6.359 6.255 6.072 6.073 6.085 6.127 6.227
0.0001 -2.19174 10.00000 0.6122335196 2.9664422755    0.612 -0.588  3.7354  4.707    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.933e-01 2.066e-01 1.514e-05 4.090e-06 3.713e-05 -1.000 9.997e-05 6.240 6.145 5.978 5.980 5.997 6.042 6.146
0.0001 -2.19174 10.00000 0.6268575788 2.9768286428    0.627 -0.527  3.7435  4.688    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-14      0.00 7.976e-01 2.023e-01 1.486e-05 4.015e-06 3.645e-05 -1.000 1.000e-04 6.088 6.003 5.858 5.861 5.884 5.933 6.042
0.0001 -2.19174 10.00000 0.6399217844 2.9857347602    0.640 -0.472  3.7507  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.018e-01 1.982e-01 1.460e-05 3.944e-06 3.582e-05 -1.000 8.047e-05 5.950 5.876 5.751 5.754 5.784 5.836 5.950
0.0001 -2.19174 10.00000 0.6499999762 2.9923687038    0.650 -0.430  3.7563  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-14      0.00 8.051e-01 1.948e-01 1.438e-05 3.886e-06 3.530e-05 -1.000 4.314e-05 5.844 5.778 5.667 5.671 5.706 5.761 5.878
0.0001 -2.19174 10.00000 0.6578151584 2.9973773086    0.658 -0.396  3.7604  4.646    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-14      0.00 8.084e-01 1.915e-01 1.417e-05 3.830e-06 3.479e-05 -1.000 1.000e-04 5.760 5.701 5.601 5.606 5.644 5.701 5.821
0.0001 -2.19174 10.00000 0.6703730226 3.0051881632    0.670 -0.342  3.7670  4.626    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-14      0.00 8.140e-01 1.859e-01 1.380e-05 3.734e-06 3.393e-05 -1.000 1.000e-04 5.625 5.577 5.493 5.499 5.543 5.603 5.728
0.0001 -2.19174 10.00000 0.6827354431 3.0126051968    0.683 -0.288  3.7734  4.606    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-14      0.00 8.200e-01 1.799e-01 1.342e-05 3.631e-06 3.301e-05 -1.000 9.999e-05 5.490 5.452 5.385 5.391 5.441 5.505 5.634
0.0001 -2.19174 10.00000 0.6937190890 3.0189798963    0.694 -0.239  3.7789  4.586    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.42e-14      0.00 8.257e-01 1.742e-01 1.305e-05 3.534e-06 3.213e-05 -1.000 1.000e-04 5.368 5.339 5.287 5.293 5.349 5.416 5.549
0.0001 -2.19174 10.00000 0.6999999881 3.0225380160    0.700 -0.211  3.7820  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-14      0.00 8.291e-01 1.708e-01 1.283e-05 3.475e-06 3.160e-05 -1.000 1.000e-04 5.298 5.274 5.230 5.236 5.295 5.364 5.499
0.0001 -2.19174 10.00000 0.7001399398 3.0226165935    0.700 -0.210  3.7821  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-14      0.00 8.292e-01 1.707e-01 1.282e-05 3.474e-06 3.159e-05 -1.000 9.994e-05 5.296 5.273 5.229 5.235 5.294 5.363 5.498
0.0001 -2.19174 10.00000 0.7127579451 3.0295781273    0.712 -0.152  3.7880  4.547    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -5.57e-14      0.00 8.363e-01 1.637e-01 1.237e-05 3.363e-06 3.062e-05 -1.000 7.498e-05 5.151 5.137 5.107 5.115 5.181 5.253 5.392
0.0001 -2.19174 10.00000 0.7249027491 3.0360565649    0.725 -0.094  3.7935  4.518    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.52e-14      0.00 8.426e-01 1.573e-01 1.198e-05 3.269e-06 2.979e-05 -1.000 4.938e-05 5.006 5.001 4.985 4.993 5.066 5.141 5.285
0.0001 -2.19174 10.00000 0.7357030511 3.0416435173    0.735 -0.040  3.7983  4.490    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.56e-14      0.00 8.477e-01 1.522e-01 1.168e-05 3.197e-06 2.916e-05 -1.000 6.302e-05 4.871 4.874 4.871 4.879 4.958 5.036 5.184
0.0001 -2.19174 10.00000 0.7458790541 3.0467639365    0.745  0.013  3.8028  4.461    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.77e-14      0.00 8.520e-01 1.480e-01 1.144e-05 3.142e-06 2.869e-05 -1.000 1.642e-05 4.739 4.747 4.756 4.765 4.849 4.931 5.082
0.0001 -2.19174 10.00000 0.7500000000 3.0487992053    0.750  0.035  3.8045  4.448    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.34e-14      0.00 8.536e-01 1.464e-01 1.136e-05 3.124e-06 2.853e-05 -1.000 1.490e-08 4.683 4.694 4.707 4.717 4.803 4.886 5.039
0.0001 -2.19174 10.00000 0.7573733330 3.0523871810    0.757  0.075  3.8079  4.425    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 8.540e-01 1.460e-01 1.139e-05 3.134e-06 2.864e-05 -1.000 1.512e-05 4.581 4.597 4.619 4.629 4.720 4.805 4.961
0.0001 -2.19174 10.00000 0.7659595013 3.0564809122    0.765  0.125  3.8119  4.396    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 8.544e-01 1.456e-01 1.144e-05 3.147e-06 2.876e-05 -1.000 3.265e-05 4.456 4.477 4.510 4.521 4.617 4.705 4.865
0.0001 -2.19174 10.00000 0.7741831541 3.0603192374    0.773  0.177  3.8157  4.365    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 8.546e-01 1.453e-01 1.147e-05 3.160e-06 2.889e-05 -1.000 9.999e-05 4.328 4.354 4.397 4.408 4.509 4.601 4.764
0.0001 -2.19174 10.00000 0.7818734646 3.0638377783    0.781  0.228  3.8193  4.332    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-13      0.00 8.548e-01 1.451e-01 1.152e-05 3.174e-06 2.903e-05 -1.000 9.996e-05 4.200 4.229 4.282 4.294 4.400 4.494 4.660
0.0001 -2.19174 10.00000 0.7911351323 3.0679872019    0.790  0.296  3.8234  4.286    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 8.548e-01 1.451e-01 1.158e-05 3.193e-06 2.922e-05 -1.000 9.999e-05 4.031 4.065 4.129 4.141 4.254 4.351 4.521
0.0001 -2.19174 10.00000 0.7996870279 3.0717349683    0.799  0.365  3.8270  4.235    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.211e-06 2.938e-05 -1.000 1.787e-05 3.857 3.894 3.968 3.981 4.099 4.199 4.372
0.0001 -2.19174 10.00000 0.8000000119 3.0718705846    0.799  0.368  3.8271  4.233    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.212e-06 2.939e-05 -1.000 1.442e-05 3.850 3.888 3.962 3.975 4.093 4.194 4.367
0.0001 -2.19174 10.00000 0.8012468815 3.0724097770    0.800  0.378  3.8276  4.226    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-13      0.00 8.547e-01 1.453e-01 1.165e-05 3.213e-06 2.940e-05 -1.000 1.907e-06 3.825 3.863 3.938 3.951 4.071 4.172 4.345
0.0001 -2.19174 10.00000 0.8072426915 3.0749787513    0.806  0.431  3.8299  4.185    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-13      0.00 8.542e-01 1.457e-01 1.168e-05 3.221e-06 2.948e-05 -1.000 1.000e-04 3.693 3.733 3.814 3.828 3.951 4.054 4.229
0.0001 -2.19174 10.00000 0.8138886094 3.0777809574    0.813  0.494  3.8316  4.132    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 8.523e-01 1.476e-01 1.181e-05 3.254e-06 2.978e-05 -1.000 1.000e-04 3.535 3.576 3.662 3.676 3.803 3.907 4.084
0.0001 -2.19174 10.00000 0.8152154088 3.0783347873    0.814  0.508  3.8316  4.119    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-13      0.00 8.519e-01 1.480e-01 1.183e-05 3.261e-06 2.984e-05 -1.000 9.999e-05 3.501 3.541 3.628 3.641 3.769 3.873 4.050
0.0001 -2.19174 10.00000 0.8159552813 3.0786428218    0.815  0.516  3.8316  4.111    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-13      0.00 8.516e-01 1.483e-01 1.185e-05 3.265e-06 2.988e-05 -1.000 9.994e-05 3.480 3.520 3.607 3.620 3.748 3.852 4.029
0.0001 -2.19174 10.00000 0.8201174140 3.0803650489    0.819  0.565  3.8304  4.060    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.72e-13      0.00 8.504e-01 1.495e-01 1.193e-05 3.286e-06 3.007e-05 -1.000 1.000e-04 3.358 3.395 3.479 3.492 3.619 3.722 3.899
0.0001 -2.19174 10.00000 0.8240900040 3.0819922205    0.822  0.619  3.8266  3.993    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-13      0.00 8.492e-01 1.507e-01 1.200e-05 3.306e-06 3.025e-05 -1.000 1.000e-04 3.222 3.253 3.327 3.340 3.462 3.563 3.736
0.0001 -2.19174 10.00000 0.8247934580 3.0822786811    0.823  0.630  3.8256  3.979    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-13      0.00 8.490e-01 1.509e-01 1.201e-05 3.310e-06 3.028e-05 -1.000 9.999e-05 3.196 3.225 3.297 3.310 3.430 3.530 3.703
0.0001 -2.19174 10.00000 0.8254300952 3.0825375014    0.824  0.640  3.8242  3.962    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-13      0.00 8.488e-01 1.511e-01 1.203e-05 3.313e-06 3.031e-05 -1.000 1.000e-04 3.169 3.196 3.264 3.277 3.395 3.494 3.666
0.0001 -2.19174 10.00000 0.8275688291 3.0834040001    0.826  0.679  3.8179  3.900    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.34e-13      0.00 8.482e-01 1.517e-01 1.207e-05 3.324e-06 3.041e-05 -1.000 1.000e-04 3.073 3.090 3.143 3.154 3.263 3.358 3.525
0.0001 -2.19174 10.00000 0.8291981816 3.0840610515    0.827  0.712  3.8102  3.836    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.53e-13      0.00 8.477e-01 1.522e-01 1.210e-05 3.332e-06 3.048e-05 -1.000 9.997e-05 2.989 2.995 3.027 3.038 3.136 3.226 3.386
0.0001 -2.19174 10.00000 0.8304694295 3.0845718591    0.829  0.743  3.8011  3.770    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.86e-13      0.00 8.473e-01 1.526e-01 1.212e-05 3.339e-06 3.054e-05 -1.000 9.993e-05 2.913 2.907 2.915 2.925 3.010 3.093 3.246
0.0001 -2.19174 10.00000 0.8314917684 3.0849814899    0.830  0.771  3.7910  3.702    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.470e-01 1.529e-01 1.214e-05 3.345e-06 3.060e-05 -1.000 8.632e-05 2.842 2.824 2.806 2.814 2.885 2.961 3.104
0.0001 -2.19174 10.00000 0.8323430419 3.0853217916    0.830  0.797  3.7806  3.635    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 8.429e-01 1.571e-01 1.238e-05 3.410e-06 3.118e-05 -1.000 6.822e-05 2.777 2.747 2.701 2.707 2.763 2.831 2.966
0.0001 -2.19174 10.00000 0.8330845237 3.0856176226    0.831  0.822  3.7708  3.571    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-12      0.00 8.236e-01 1.763e-01 1.348e-05 3.704e-06 3.381e-05 -1.000 4.196e-05 2.714 2.673 2.600 2.605 2.648 2.709 2.835
0.0001 -2.19174 10.00000 0.8337684870 3.0858900272    0.832  0.849  3.7620  3.509    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-12      0.00 7.996e-01 2.004e-01 1.486e-05 4.072e-06 3.710e-05 -1.000 6.998e-05 2.648 2.598 2.500 2.504 2.535 2.589 2.708
0.0001 -2.19174 10.00000 0.8344549537 3.0861629688    0.832  0.884  3.7541  3.443    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-12      0.00 7.817e-01 2.182e-01 1.590e-05 4.350e-06 3.957e-05 -1.000 1.000e-04 2.561 2.502 2.383 2.386 2.407 2.455 2.567
0.0001 -2.19174 10.00000 0.8349917531 3.0863760817    0.833  0.920  3.7491  3.387    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-12      0.00 7.743e-01 2.256e-01 1.632e-05 4.464e-06 4.059e-05 -1.000 1.000e-04 2.471 2.407 2.274 2.276 2.290 2.334 2.442
0.0001 -2.19174 10.00000 0.8355230093 3.0865867177    0.833  0.963  3.7450  3.328    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-12      0.00 7.700e-01 2.299e-01 1.658e-05 4.531e-06 4.119e-05 -1.000 1.000e-04 2.362 2.295 2.150 2.152 2.160 2.202 2.306
0.0001 -2.19174 10.00000 0.8356020451 3.0866180309    0.833  0.971  3.7445  3.318    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-12      0.00 7.696e-01 2.304e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 2.821e-05 2.344 2.276 2.130 2.131 2.139 2.180 2.284
0.0001 -2.19174 10.00000 0.8360363841 3.0867900033    0.834  1.012  3.7421  3.267    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-12      0.00 7.672e-01 2.327e-01 1.672e-05 4.570e-06 4.154e-05 -1.000 1.000e-04 2.239 2.169 2.016 2.017 2.022 2.061 2.163
0.0001 -2.19174 10.00000 0.8365163803 3.0869798404    0.834  1.062  3.7397  3.208    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-12      0.00 7.649e-01 2.350e-01 1.682e-05 4.599e-06 4.179e-05 -1.000 7.471e-05 2.115 2.043 1.883 1.884 1.885 1.923 2.022
0.0001 -2.19174 10.00000 0.8369216323 3.0871399427    0.835  1.106  3.7379  3.157    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-12      0.00 7.633e-01 2.366e-01 1.690e-05 4.618e-06 4.196e-05 -1.000 9.820e-05 2.004 1.930 1.765 1.766 1.765 1.800 1.898
0.0001 -2.19174 10.00000 0.8373119235 3.0872939843    0.835  1.152  3.7363  3.105    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-12      0.00 7.618e-01 2.381e-01 1.695e-05 4.633e-06 4.211e-05 -1.000 1.000e-04 1.891 1.816 1.646 1.647 1.643 1.677 1.773
0.0001 -2.19174 10.00000 0.8376753330 3.0874372839    0.835  1.196  3.7347  3.054    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-12      0.00 7.603e-01 2.396e-01 1.699e-05 4.646e-06 4.221e-05 -1.000 1.000e-04 1.779 1.703 1.529 1.529 1.523 1.556 1.650
0.0001 -2.19174 10.00000 0.8380178213 3.0875722172    0.835  1.242  3.7332  3.003    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.48e-12      0.00 7.590e-01 2.409e-01 1.703e-05 4.656e-06 4.230e-05 -1.000 9.996e-05 1.666 1.589 1.411 1.410 1.402 1.434 1.527
0.0001 -2.19174 10.00000 0.8383605480 3.0877071314    0.836  1.290  3.7317  2.949    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -8.9e-12      0.00 7.577e-01 2.422e-01 1.705e-05 4.668e-06 4.238e-05 -1.000 8.242e-05 1.545 1.466 1.283 1.283 1.273 1.303 1.395
0.0001 -2.19174 10.00000 0.8386567831 3.0878236532    0.836  1.335  3.7302  2.897    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-11      0.00 7.566e-01 2.433e-01 1.705e-05 4.681e-06 4.245e-05 -1.000 9.336e-05 1.431 1.351 1.164 1.163 1.151 1.181 1.271
0.0001 -2.19174 10.00000 0.8389481306 3.0879381702    0.836  1.384  3.7287  2.843    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-11      0.00 7.556e-01 2.443e-01 1.703e-05 4.698e-06 4.249e-05 -1.000 9.996e-05 1.311 1.229 1.038 1.037 1.023 1.051 1.140
0.0001 -2.19174 10.00000 0.8392127156 3.0880420974    0.836  1.431  3.7272  2.790    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-11      0.00 7.546e-01 2.453e-01 1.700e-05 4.727e-06 4.253e-05 -1.000 1.000e-04 1.192 1.109 0.914 0.913 0.896 0.924 1.011
0.0001 -2.19174 10.00000 0.8394520283 3.0881360399    0.836  1.478  3.7257  2.737    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-11      0.00 7.538e-01 2.461e-01 1.695e-05 4.766e-06 4.257e-05 -1.000 9.997e-05 1.076 0.991 0.792 0.790 0.772 0.798 0.884
0.0001 -2.19174 10.00000 0.8396702409 3.0882216517    0.836  1.524  3.7241  2.685    3  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-11      0.00 7.531e-01 2.468e-01 1.689e-05 4.816e-06 4.260e-05 -1.000 9.997e-05 0.961 0.874 0.670 0.668 0.648 0.672 0.757
0.0001 -2.19174 10.00000 0.8398764133 3.0883024980    0.836  1.571  3.7226  2.631    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-11      0.00 7.525e-01 2.474e-01 1.684e-05 4.864e-06 4.262e-05 -1.000 9.996e-05 0.841 0.754 0.546 0.544 0.521 0.544 0.628
0.0001 -2.19174 10.00000 0.8400606513 3.0883747086    0.836  1.618  3.7211  2.579    3  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-11      0.00 7.521e-01 2.478e-01 1.679e-05 4.917e-06 4.263e-05 -1.000 1.000e-04 0.726 0.638 0.424 0.422 0.397 0.419 0.501
0.0001 -2.19174 10.00000 0.8402258158 3.0884394160    0.836  1.663  3.7195  2.527    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-11      0.00 7.517e-01 2.482e-01 1.674e-05 4.964e-06 4.265e-05 -1.000 1.000e-04 0.613 0.524 0.306 0.303 0.276 0.296 0.377
0.0001 -2.19174 10.00000 0.8403806090 3.0885000365    0.836  1.709  3.7180  2.475    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-11      0.00 7.515e-01 2.484e-01 1.671e-05 4.998e-06 4.266e-05 -1.000 9.999e-05 0.497 0.408 0.184 0.182 0.152 0.171 0.250
0.0001 -2.19174 10.00000 0.8405181170 3.0885538685    0.836  1.754  3.7164  2.424    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.74e-11      0.00 7.514e-01 2.485e-01 1.669e-05 5.019e-06 4.266e-05 -1.000 9.999e-05 0.385 0.295 0.067 0.064 0.032 0.050 0.127
0.0001 -2.19174 10.00000 0.8406464458 3.0886040908    0.836  1.799  3.7147  2.372    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.028e-06 4.266e-05 -1.000 1.000e-04 0.272 0.180 -0.053 -0.056 -0.090 -0.074 0.002
