# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Jan 23 16:52:37 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Euclid VIS+NISP (ABmags)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  VISmag  Ymag    Bluemag  Jmag    Redmag  Hmag
0.0002 -1.89055 10.07918 0.0900000036 1.4676543549    0.090 -3.201  3.4878  5.497    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.71e-17      0.00 7.484e-01 2.514e-01 3.596e-05 9.702e-06 8.799e-05 -1.000 2.000e-04 12.772 13.170 11.940 11.907 11.723 11.755 11.880
0.0002 -1.89055 10.07918 0.0965234712 1.5358287901    0.097 -2.946  3.5254  5.422    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.91e-17      0.00 7.466e-01 2.532e-01 3.596e-05 9.702e-06 8.800e-05 -1.000 2.000e-04 12.135 12.399 11.400 11.371 11.192 11.182 11.241
0.0002 -1.89055 10.07918 0.1000000015 1.5704020300    0.100 -2.818  3.5443  5.385    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-16      0.00 7.456e-01 2.542e-01 3.596e-05 9.702e-06 8.800e-05 -1.000 1.999e-04 11.814 12.006 11.118 11.092 10.925 10.905 10.946
0.0002 -1.89055 10.07918 0.1199999973 1.7478251425    0.120 -2.523  3.5751  5.292    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-16      0.00 7.424e-01 2.574e-01 3.596e-05 9.702e-06 8.800e-05 -1.000 2.000e-04 11.077 11.167 10.429 10.408 10.269 10.246 10.274
0.0002 -1.89055 10.07918 0.1400000006 1.8958494754    0.140 -2.338  3.5898  5.234    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.72e-16      0.00 7.402e-01 2.596e-01 3.596e-05 9.703e-06 8.800e-05 -1.000 2.000e-04 10.616 10.648 9.975 9.956 9.834 9.813 9.844
0.0002 -1.89055 10.07918 0.1599999964 2.0211524514    0.160 -2.194  3.5994  5.185    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.14e-16      0.00 7.387e-01 2.611e-01 3.596e-05 9.703e-06 8.800e-05 -1.000 1.999e-04 10.255 10.244 9.627 9.611 9.501 9.481 9.510
0.0002 -1.89055 10.07918 0.2000000179 2.2217823660    0.200 -1.973  3.6115  5.110    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.32e-16      0.00 7.379e-01 2.619e-01 3.596e-05 9.703e-06 8.800e-05 -1.000 2.000e-04 9.704 9.674 9.101 9.086 8.984 8.965 8.992
0.0002 -1.89055 10.07918 0.2500000000 2.4080900156    0.250 -1.772  3.6225  5.050    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-15      0.00 7.382e-01 2.616e-01 3.596e-05 9.703e-06 8.800e-05 -1.000 2.000e-04 9.201 9.153 8.620 8.608 8.513 8.495 8.524
0.0002 -1.89055 10.07918 0.3000000417 2.5475041333    0.300 -1.618  3.6316  5.011    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-15      0.00 7.383e-01 2.615e-01 3.595e-05 9.704e-06 8.800e-05 -1.000 2.001e-04 8.815 8.752 8.253 8.242 8.154 8.140 8.172
0.0002 -1.89055 10.07918 0.3499999940 2.6555200523    0.350 -1.491  3.6399  4.985    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-15      0.00 7.380e-01 2.618e-01 3.592e-05 9.705e-06 8.800e-05 -1.000 2.000e-04 8.497 8.421 7.953 7.942 7.861 7.851 7.888
0.0002 -1.89055 10.07918 0.4000000060 2.7413371470    0.400 -1.364  3.6491  4.952    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-15      0.00 7.503e-01 2.495e-01 3.596e-05 9.702e-06 8.799e-05 -1.000 2.000e-04 8.179 8.089 7.653 7.644 7.571 7.565 7.608
0.0002 -1.89055 10.07918 0.4500000179 2.8109800195    0.450 -1.207  3.6646  4.908    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.09e-15      0.00 7.507e-01 2.491e-01 3.596e-05 9.702e-06 8.799e-05 -1.000 2.000e-04 7.787 7.678 7.297 7.290 7.232 7.234 7.287
0.0002 -1.89055 10.07918 0.5000000000 2.8684779154    0.500 -1.031  3.6832  4.853    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.19e-15      0.00 7.507e-01 2.491e-01 3.596e-05 9.702e-06 8.799e-05 -1.000 2.000e-04 7.348 7.225 6.906 6.901 6.863 6.877 6.943
0.0002 -1.89055 10.07918 0.5500000715 2.9166349106    0.550 -0.825  3.7038  4.770    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.847e-01 2.152e-01 3.136e-05 8.468e-06 7.683e-05 -1.000 1.000e-04 6.832 6.706 6.452 6.450 6.434 6.460 6.542
0.0002 -1.89055 10.07918 0.6000000238 2.9573988213    0.600 -0.615  3.7294  4.701    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-14      0.00 7.972e-01 2.027e-01 2.975e-05 8.037e-06 7.296e-05 -1.000 1.465e-04 6.308 6.197 6.017 6.018 6.028 6.069 6.170
0.0002 -1.89055 10.07918 0.6082885265 2.9635623282    0.608 -0.579  3.7344  4.690    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-14      0.00 7.997e-01 2.002e-01 2.942e-05 7.950e-06 7.218e-05 -1.000 1.643e-04 6.217 6.111 5.944 5.946 5.961 6.004 6.108
0.0002 -1.89055 10.07918 0.6192493439 2.9714810570    0.619 -0.530  3.7409  4.675    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-14      0.00 8.032e-01 1.966e-01 2.897e-05 7.829e-06 7.109e-05 -1.000 1.824e-04 6.095 5.997 5.848 5.851 5.871 5.918 6.026
0.0002 -1.89055 10.07918 0.6298453212 2.9788963121    0.630 -0.482  3.7471  4.660    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.067e-01 1.931e-01 2.852e-05 7.707e-06 7.000e-05 -1.000 1.931e-04 5.976 5.887 5.755 5.758 5.784 5.835 5.947
0.0002 -1.89055 10.07918 0.6396862268 2.9855772818    0.639 -0.438  3.7528  4.645    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-16      0.00 8.102e-01 1.896e-01 2.807e-05 7.588e-06 6.893e-05 -1.000 1.818e-04 5.864 5.784 5.667 5.671 5.702 5.755 5.871
0.0002 -1.89055 10.07918 0.6488274932 2.9916071915    0.649 -0.396  3.7580  4.630    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-14      0.00 8.136e-01 1.863e-01 2.764e-05 7.473e-06 6.790e-05 -1.000 1.449e-04 5.760 5.688 5.584 5.589 5.625 5.681 5.800
0.0002 -1.89055 10.07918 0.6499999762 2.9923687038    0.650 -0.390  3.7587  4.628    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-14      0.00 8.140e-01 1.858e-01 2.758e-05 7.458e-06 6.776e-05 -1.000 1.829e-04 5.746 5.675 5.573 5.577 5.614 5.671 5.790
