# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Fri Jan 28 21:12:53 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: LSST ugrizy, July 2019 total filter throughputs for DP0 (all ABmags)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    ymag
0.0001 -2.19174 10.07918 0.6378048062 2.9843153954    0.638 -0.437  3.7541  4.648    1  0.000  0.543     0.00     0.00 -1 -2.73e-14      0.00 8.111e-01 1.889e-01 1.398e-05 3.779e-06 3.433e-05 -1.000 2.368e-05 5.862 7.023 6.244 5.871 5.727 5.682 5.670
0.0001 -2.19174 10.07918 0.6491133571 2.9917931557    0.649 -0.385  3.7606  4.629    1  0.000  0.543     0.00     0.00 -1 -1.64e-14      0.00 8.156e-01 1.844e-01 1.369e-05 3.702e-06 3.363e-05 -1.000 5.880e-05 5.731 6.847 6.096 5.744 5.611 5.572 5.564
0.0001 -2.19174 10.07918 0.6499999762 2.9923686981    0.650 -0.380  3.7611  4.627    1  0.000  0.543     0.00     0.00 -1 -3.14e-14      0.00 8.159e-01 1.840e-01 1.367e-05 3.695e-06 3.358e-05 -1.000 1.000e-04 5.721 6.834 6.085 5.734 5.602 5.564 5.555
0.0001 -2.19174 10.07918 0.6585742235 2.9978575706    0.658 -0.340  3.7657  4.612    1  0.000  0.542     0.00     0.00 -1 -3.49e-14      0.00 8.203e-01 1.796e-01 1.338e-05 3.619e-06 3.290e-05 -1.000 1.000e-04 5.620 6.700 5.971 5.636 5.512 5.478 5.472
0.0001 -2.19174 10.07918 0.6688095927 3.0042312145    0.669 -0.291  3.7713  4.591    1  0.000  0.542     0.00     0.00 -1 -3.97e-14      0.00 8.259e-01 1.740e-01 1.302e-05 3.523e-06 3.204e-05 -1.000 1.001e-04 5.498 6.546 5.835 5.518 5.402 5.373 5.370
0.0001 -2.19174 10.07918 0.6785455346 3.0101208687    0.678 -0.243  3.7764  4.570    1  0.000  0.541     0.00     0.00 -1  -4.5e-14      0.00 8.316e-01 1.683e-01 1.265e-05 3.426e-06 3.116e-05 -1.000 9.993e-05 5.378 6.398 5.704 5.402 5.294 5.270 5.270
0.0001 -2.19174 10.07918 0.6878397465 3.0155920982    0.688 -0.196  3.7813  4.549    1  0.000  0.541     0.00     0.00 -1 -5.11e-14      0.00 8.374e-01 1.625e-01 1.228e-05 3.327e-06 3.027e-05 -1.000 9.997e-05 5.261 6.257 5.575 5.288 5.188 5.168 5.171
0.0001 -2.19174 10.07918 0.6960875988 3.0203289986    0.696 -0.153  3.7856  4.528    1  0.000  0.540     0.00     0.00 -1 -3.18e-15      0.00 8.429e-01 1.571e-01 1.193e-05 3.234e-06 2.943e-05 -1.000 3.627e-05 5.153 6.132 5.457 5.183 5.089 5.074 5.079
0.0001 -2.19174 10.07918 0.6999999881 3.0225379467    0.700 -0.132  3.7876  4.518    1  0.000  0.540     0.00     0.00 -1 -6.08e-14      0.00 8.456e-01 1.544e-01 1.176e-05 3.188e-06 2.902e-05 -1.000 9.090e-07 5.101 6.072 5.401 5.132 5.041 5.028 5.034
0.0001 -2.19174 10.07918 0.7090166807 3.0275390148    0.709 -0.082  3.7920  4.490    1  0.000  0.538     0.00     0.00 -1    -7e-14      0.00 8.505e-01 1.495e-01 1.145e-05 3.115e-06 2.838e-05 -1.000 1.347e-05 4.975 5.929 5.265 5.009 4.925 4.916 4.925
0.0001 -2.19174 10.07918 0.7175090313 3.0321378708    0.717 -0.032  3.7961  4.462    1  0.000  0.536     0.00     0.00 -1 -8.06e-14      0.00 8.545e-01 1.454e-01 1.122e-05 3.060e-06 2.791e-05 -1.000 6.422e-05 4.850 5.792 5.131 4.886 4.809 4.804 4.815
0.0001 -2.19174 10.07918 0.7258906364 3.0365743637    0.725  0.020  3.8001  4.431    1  0.000  0.534     0.00     0.00 -1 -9.36e-14      0.00 8.581e-01 1.419e-01 1.103e-05 3.016e-06 2.753e-05 -1.000 3.716e-05 4.720 5.651 4.991 4.758 4.687 4.685 4.699
0.0001 -2.19174 10.07918 0.7330866456 3.0403046608    0.733  0.067  3.8034  4.401    1  0.000  0.533     0.00     0.00 -1 -1.07e-13      0.00 8.608e-01 1.391e-01 1.089e-05 2.984e-06 2.726e-05 -1.000 4.674e-05 4.601 5.524 4.864 4.640 4.575 4.577 4.592
0.0001 -2.19174 10.07918 0.7400557995 3.0438504219    0.739  0.117  3.8065  4.368    1  0.000  0.531     0.00     0.00 -1 -8.97e-14      0.00 8.632e-01 1.367e-01 1.077e-05 2.957e-06 2.703e-05 -1.000 1.000e-04 4.478 5.394 4.732 4.518 4.458 4.463 4.480
0.0001 -2.19174 10.07918 0.7470233440 3.0473313332    0.746  0.170  3.8095  4.331    1  0.000  0.530     0.00     0.00 -1 -1.94e-14      0.00 8.654e-01 1.345e-01 1.066e-05 2.934e-06 2.683e-05 -1.000 1.000e-04 4.345 5.255 4.591 4.386 4.331 4.339 4.357
0.0001 -2.19174 10.07918 0.7500000000 3.0487992764    0.749  0.193  3.8108  4.314    1  0.000  0.529     0.00     0.00 -1 -1.57e-13      0.00 8.663e-01 1.336e-01 1.061e-05 2.925e-06 2.675e-05 -1.000 1.000e-04 4.286 5.194 4.528 4.327 4.274 4.284 4.302
0.0001 -2.19174 10.07918 0.7512725592 3.0494234562    0.751  0.204  3.8114  4.307    1  0.000  0.529     0.00     0.00 -1 -1.61e-13      0.00 8.663e-01 1.336e-01 1.062e-05 2.927e-06 2.677e-05 -1.000 1.000e-04 4.261 5.168 4.501 4.302 4.250 4.260 4.279
0.0001 -2.19174 10.07918 0.7593882084 3.0533559322    0.759  0.276  3.8149  4.254    1  0.000  0.529     0.00     0.00 -1 -2.01e-13      0.00 8.666e-01 1.334e-01 1.067e-05 2.941e-06 2.691e-05 -1.000 3.412e-06 4.081 4.982 4.310 4.121 4.076 4.090 4.109
0.0001 -2.19174 10.07918 0.7647736669 3.0559208393    0.764  0.328  3.8169  4.212    1  0.000  0.528     0.00     0.00 -1 -2.38e-13      0.00 8.666e-01 1.334e-01 1.070e-05 2.951e-06 2.701e-05 -1.000 9.060e-05 3.949 4.848 4.171 3.989 3.947 3.964 3.984
0.0001 -2.19174 10.07918 0.7698798180 3.0583205223    0.769  0.381  3.8184  4.168    1  0.000  0.528     0.00     0.00 -1 -2.81e-13      0.00 8.655e-01 1.344e-01 1.080e-05 2.978e-06 2.726e-05 -1.000 9.999e-05 3.817 4.715 4.034 3.857 3.818 3.836 3.857
0.0001 -2.19174 10.07918 0.7740544677 3.0602598190    0.773  0.428  3.8189  4.126    1  0.000  0.528     0.00     0.00 -1 -3.29e-13      0.00 8.642e-01 1.357e-01 1.091e-05 3.007e-06 2.753e-05 -1.000 1.000e-04 3.701 4.599 3.913 3.739 3.702 3.721 3.741
0.0001 -2.19174 10.07918 0.7755149603 3.0609333515    0.774  0.446  3.8185  4.107    1  0.000  0.528     0.00     0.00 -1 -3.51e-13      0.00 8.638e-01 1.361e-01 1.094e-05 3.017e-06 2.762e-05 -1.000 1.000e-04 3.654 4.554 3.866 3.692 3.654 3.672 3.693
0.0001 -2.19174 10.07918 0.7794836164 3.0627515316    0.778  0.501  3.8165  4.047    1  0.000  0.528     0.00     0.00 -1 -4.24e-13      0.00 8.626e-01 1.373e-01 1.104e-05 3.044e-06 2.787e-05 -1.000 1.000e-04 3.519 4.425 3.732 3.554 3.513 3.530 3.549
0.0001 -2.19174 10.07918 0.7822609544 3.0640132427    0.781  0.543  3.8136  3.994    1  0.000  0.528     0.00     0.00 -1 -4.96e-13      0.00 8.617e-01 1.382e-01 1.111e-05 3.063e-06 2.804e-05 -1.000 9.994e-05 3.412 4.326 3.630 3.445 3.400 3.414 3.432
0.0001 -2.19174 10.07918 0.7828532457 3.0642812252    0.781  0.553  3.8129  3.982    1  0.000  0.528     0.00     0.00 -1 -5.15e-13      0.00 8.616e-01 1.383e-01 1.112e-05 3.067e-06 2.808e-05 -1.000 1.000e-04 3.388 4.304 3.607 3.420 3.375 3.388 3.405
0.0001 -2.19174 10.07918 0.7834342718 3.0645437241    0.782  0.564  3.8115  3.966    1  0.000  0.528     0.00     0.00 -1 -5.37e-13      0.00 8.614e-01 1.385e-01 1.114e-05 3.071e-06 2.811e-05 -1.000 9.999e-05 3.360 4.280 3.582 3.392 3.344 3.356 3.373
0.0001 -2.19174 10.07918 0.7853887677 3.0654239655    0.784  0.604  3.8057  3.903    2  0.000  0.528     0.00     0.00 -1 -6.32e-13      0.00 8.608e-01 1.391e-01 1.119e-05 3.084e-06 2.823e-05 -1.000 9.994e-05 3.260 4.195 3.493 3.288 3.232 3.238 3.252
0.0001 -2.19174 10.07918 0.7868847847 3.0660946369    0.785  0.640  3.7986  3.840    2  0.000  0.528     0.00     0.00 -1 -7.37e-13      0.00 8.604e-01 1.395e-01 1.122e-05 3.094e-06 2.833e-05 -1.000 9.996e-05 3.171 4.127 3.419 3.196 3.128 3.128 3.138
0.0001 -2.19174 10.07918 0.7880567312 3.0666184425    0.786  0.672  3.7902  3.774    2  0.000  0.528     0.00     0.00 -1 -8.57e-13      0.00 8.600e-01 1.399e-01 1.125e-05 3.102e-06 2.840e-05 -1.000 9.811e-05 3.089 4.073 3.357 3.111 3.031 3.022 3.028
0.0001 -2.19174 10.07918 0.7890018225 3.0670397282    0.787  0.702  3.7811  3.708    2  0.000  0.528     0.00     0.00 -1  -9.9e-13      0.00 8.564e-01 1.436e-01 1.150e-05 3.170e-06 2.902e-05 -1.000 4.868e-05 3.014 4.031 3.304 3.034 2.939 2.921 2.922
0.0001 -2.19174 10.07918 0.7897948027 3.0673925877    0.788  0.731  3.7722  3.645    2  0.000  0.530     0.00     0.00 -1 -1.14e-12      0.00 8.391e-01 1.608e-01 1.253e-05 3.449e-06 3.152e-05 -1.000 2.539e-05 2.943 4.001 3.256 2.961 2.853 2.826 2.821
0.0001 -2.19174 10.07918 0.7904944420 3.0677032471    0.789  0.761  3.7641  3.583    2  0.000  0.533     0.00     0.00 -1 -1.31e-12      0.00 8.120e-01 1.879e-01 1.411e-05 3.872e-06 3.531e-05 -1.000 5.311e-05 2.869 3.967 3.204 2.886 2.765 2.730 2.720
0.0001 -2.19174 10.07918 0.7911152244 3.0679783821    0.789  0.793  3.7572  3.523    2  0.000  0.535     0.00     0.00 -1 -1.51e-12      0.00 7.927e-01 2.073e-01 1.524e-05 4.174e-06 3.800e-05 -1.000 9.003e-05 2.787 3.926 3.143 2.804 2.672 2.630 2.616
0.0001 -2.19174 10.07918 0.7917300463 3.0682506561    0.790  0.834  3.7510  3.457    2  0.000  0.536     0.00     0.00 -1 -1.78e-12      0.00 7.810e-01 2.189e-01 1.592e-05 4.356e-06 3.963e-05 -1.000 1.001e-04 2.685 3.860 3.059 2.702 2.560 2.512 2.494
0.0001 -2.19174 10.07918 0.7922153473 3.0684649944    0.790  0.874  3.7470  3.402    2  0.000  0.536     0.00     0.00 -1 -2.08e-12      0.00 7.756e-01 2.243e-01 1.624e-05 4.441e-06 4.039e-05 -1.000 1.000e-04 2.585 3.790 2.971 2.602 2.454 2.402 2.381
0.0001 -2.19174 10.07918 0.7925471067 3.0686116219    0.791  0.904  3.7446  3.362    2  0.000  0.536     0.00     0.00 -1 -2.34e-12      0.00 7.728e-01 2.271e-01 1.640e-05 4.484e-06 4.077e-05 -1.000 1.000e-04 2.510 3.731 2.903 2.527 2.375 2.320 2.298
0.0001 -2.19174 10.07918 0.7928423285 3.0687417984    0.791  0.934  3.7430  3.326    3  0.000  0.537     0.00     0.00 -1 -2.61e-12      0.00 7.710e-01 2.289e-01 1.650e-05 4.509e-06 4.100e-05 -1.000 1.001e-04 2.434 3.667 2.832 2.451 2.296 2.240 2.217
0.0001 -2.19174 10.07918 0.7932294011 3.0689125061    0.791  0.976  3.7409  3.276    3  0.000  0.537     0.00     0.00 -1 -3.04e-12      0.00 7.690e-01 2.310e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 6.101e-05 2.331 3.579 2.735 2.348 2.190 2.131 2.107
0.0001 -2.19174 10.07918 0.7936193347 3.0690841675    0.792  1.020  3.7390  3.225    3  0.000  0.537     0.00     0.00 -1 -3.57e-12      0.00 7.671e-01 2.329e-01 1.669e-05 4.562e-06 4.146e-05 -1.000 3.588e-05 2.221 3.482 2.630 2.238 2.076 2.016 1.990
0.0001 -2.19174 10.07918 0.7939928174 3.0692486763    0.792  1.065  3.7374  3.174    3  0.000  0.537     0.00     0.00 -1  -4.2e-12      0.00 7.654e-01 2.346e-01 1.676e-05 4.581e-06 4.164e-05 -1.000 9.646e-05 2.109 3.384 2.523 2.126 1.962 1.901 1.873
0.0001 -2.19174 10.07918 0.7943897247 3.0694229603    0.792  1.115  3.7356  3.116    3  0.000  0.537     0.00     0.00 -1 -5.04e-12      0.00 7.637e-01 2.362e-01 1.683e-05 4.599e-06 4.180e-05 -1.000 9.997e-05 1.982 3.273 2.403 2.000 1.833 1.770 1.741
0.0001 -2.19174 10.07918 0.7947227955 3.0695693493    0.792  1.161  3.7341  3.065    3  0.000  0.537     0.00     0.00 -1 -5.94e-12      0.00 7.624e-01 2.375e-01 1.687e-05 4.611e-06 4.191e-05 -1.000 1.000e-04 1.868 3.172 2.293 1.886 1.717 1.652 1.623
0.0001 -2.19174 10.07918 0.7950597405 3.0697171688    0.793  1.211  3.7326  3.009    3  0.000  0.537     0.00     0.00 -1  -7.1e-12      0.00 7.611e-01 2.388e-01 1.691e-05 4.623e-06 4.200e-05 -1.000 5.375e-05 1.743 3.062 2.174 1.762 1.591 1.524 1.494
0.0001 -2.19174 10.07918 0.7953903079 3.0698621273    0.793  1.264  3.7309  2.949    3  0.000  0.537     0.00     0.00 -1 -8.59e-12      0.00 7.598e-01 2.401e-01 1.694e-05 4.634e-06 4.209e-05 -1.000 6.506e-05 1.611 2.945 2.047 1.630 1.455 1.387 1.355
0.0001 -2.19174 10.07918 0.7956570983 3.0699791908    0.793  1.311  3.7295  2.896    3  0.000  0.536     0.00     0.00 -1 -1.02e-11      0.00 7.588e-01 2.411e-01 1.696e-05 4.642e-06 4.215e-05 -1.000 9.477e-05 1.493 2.842 1.934 1.513 1.335 1.266 1.233
0.0001 -2.19174 10.07918 0.7959144711 3.0700917244    0.793  1.360  3.7280  2.841    3  0.000  0.536     0.00     0.00 -1 -1.21e-11      0.00 7.579e-01 2.420e-01 1.697e-05 4.651e-06 4.221e-05 -1.000 9.994e-05 1.371 2.734 1.816 1.390 1.210 1.140 1.106
0.0001 -2.19174 10.07918 0.7961456180 3.0701928139    0.793  1.408  3.7265  2.787    3  0.000  0.535     0.00     0.00 -1 -1.44e-11      0.00 7.571e-01 2.428e-01 1.696e-05 4.661e-06 4.225e-05 -1.000 9.999e-05 1.251 2.629 1.701 1.270 1.088 1.016 0.981
0.0001 -2.19174 10.07918 0.7963551283 3.0702846050    0.793  1.455  3.7249  2.734    3  0.000  0.535     0.00     0.00 -1 -1.71e-11      0.00 7.565e-01 2.434e-01 1.696e-05 4.671e-06 4.228e-05 -1.000 1.000e-04 1.132 2.525 1.587 1.152 0.967 0.893 0.857
0.0001 -2.19174 10.07918 0.7965425253 3.0703663826    0.793  1.502  3.7235  2.681    3  0.000  0.534     0.00     0.00 -1 -2.03e-11      0.00 7.559e-01 2.440e-01 1.695e-05 4.681e-06 4.231e-05 -1.000 1.000e-04 1.015 2.424 1.476 1.035 0.848 0.772 0.735
0.0001 -2.19174 10.07918 0.7967199087 3.0704438686    0.793  1.551  3.7219  2.626    3  0.000  0.533     0.00     0.00 -1 -2.41e-11      0.00 7.555e-01 2.444e-01 1.693e-05 4.692e-06 4.233e-05 -1.000 1.000e-04 0.893 2.321 1.362 0.915 0.725 0.648 0.609
0.0001 -2.19174 10.07918 0.7968773842 3.0705127716    0.793  1.598  3.7203  2.573    3  0.000  0.533     0.00     0.00 -1 -2.86e-11      0.00 7.552e-01 2.447e-01 1.692e-05 4.702e-06 4.235e-05 -1.000 9.994e-05 0.776 2.223 1.251 0.798 0.605 0.526 0.487
0.0001 -2.19174 10.07918 0.7970173359 3.0705738068    0.793  1.643  3.7188  2.521    3  0.000  0.532     0.00     0.00 -1 -3.37e-11      0.00 7.550e-01 2.449e-01 1.691e-05 4.710e-06 4.235e-05 -1.000 1.000e-04 0.661 2.127 1.143 0.685 0.489 0.409 0.368
0.0001 -2.19174 10.07918 0.7971441150 3.0706291199    0.793  1.689  3.7173  2.470    3  0.000  0.532     0.00     0.00 -1 -3.97e-11      0.00 7.548e-01 2.451e-01 1.690e-05 4.715e-06 4.236e-05 -1.000 9.450e-05 0.549 2.033 1.037 0.573 0.374 0.292 0.250
0.0001 -2.19174 10.07918 0.7972629666 3.0706808567    0.793  1.735  3.7157  2.417    3  0.000  0.532     0.00     0.00 -1 -4.69e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.718e-06 4.237e-05 -1.000 1.000e-04 0.434 1.939 0.929 0.458 0.257 0.173 0.130
0.0001 -2.19174 10.07918 0.7973679304 3.0707266331    0.792  1.779  3.7141  2.366    3  0.000  0.532     0.00     0.00 -1 -5.51e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 0.322 1.849 0.825 0.348 0.144 0.058 0.014
0.0001 -2.19174 10.07918 0.7974649072 3.0707690716    0.792  1.824  3.7125  2.315    3  0.000  0.532     0.00     0.00 -1 -6.47e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 0.211 1.758 0.721 0.237 0.030 -0.057 -0.103
0.0001 -2.19174 10.07918 0.7975539565 3.0708079338    0.792  1.868  3.7109  2.264    3  0.000  0.532     0.00     0.00 -1 -7.61e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 0.100 1.669 0.618 0.127 -0.083 -0.172 -0.218
0.0001 -2.19174 10.07918 0.7976330519 3.0708422661    0.792  1.911  3.7093  2.215    3  0.000  0.532     0.00     0.00 -1 -8.88e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.000e-04 -0.006 1.585 0.520 0.022 -0.191 -0.282 -0.330
0.0001 -2.19174 10.07918 0.7977061272 3.0708742142    0.792  1.953  3.7078  2.167    3  0.000  0.532     0.00     0.00 -1 -1.04e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.000e-04 -0.113 1.502 0.421 -0.083 -0.299 -0.392 -0.441
0.0001 -2.19174 10.07918 0.7977763414 3.0709047318    0.791  1.997  3.7061  2.116    3  0.000  0.532     0.00     0.00 -1 -1.22e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.000e-04 -0.223 1.416 0.320 -0.192 -0.411 -0.506 -0.556
0.0001 -2.19174 10.07918 0.7978364825 3.0709309578    0.791  2.038  3.7045  2.068    3  0.000  0.532     0.00     0.00 -1 -1.41e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 9.999e-05 -0.325 1.338 0.227 -0.292 -0.515 -0.612 -0.663
0.0001 -2.19174 10.07918 0.7978920341 3.0709550381    0.790  2.079  3.7030  2.021    3  0.000  0.532     0.00     0.00 -1 -1.64e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.001e-04 -0.428 1.259 0.133 -0.392 -0.619 -0.717 -0.770
0.0001 -2.19174 10.07918 0.7979452014 3.0709784031    0.790  2.121  3.7014  1.972    3  0.000  0.532     0.00     0.00 -1 -1.91e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.000e-04 -0.533 1.180 0.037 -0.496 -0.726 -0.826 -0.880
0.0001 -2.19174 10.07918 0.7979915142 3.0709984303    0.790  2.161  3.6998  1.925    3  0.000  0.532     0.00     0.00 -1 -2.21e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.001e-04 -0.632 1.108 -0.053 -0.594 -0.827 -0.929 -0.985
0.0001 -2.19174 10.07918 0.7980349660 3.0710172653    0.789  2.200  3.6982  1.880    3  0.000  0.532     0.00     0.00 -1 -2.55e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.000e-04 -0.731 1.036 -0.142 -0.691 -0.928 -1.032 -1.088
