# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Fri Jan 28 21:10:05 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: LSST ugrizy, July 2019 total filter throughputs for DP0 (all ABmags)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    ymag
0.0001 -2.19174 10.00000 0.4535714388 2.8154466152    0.453 -1.180  3.6734  4.920    1  0.000  0.545     0.00     0.00 -1 -4.27e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 7.721 9.901 8.471 7.778 7.483 7.354 7.283
0.0001 -2.19174 10.00000 0.5026785731 2.8712792397    0.503 -1.021  3.6875  4.863    1  0.000  0.545     0.00     0.00 -1 -6.25e-15      0.00 7.523e-01 2.476e-01 1.788e-05 4.824e-06 4.375e-05 -1.000 9.996e-05 7.323 9.270 7.984 7.354 7.089 6.976 6.917
0.0001 -2.19174 10.00000 0.5517857671 2.9182069302    0.551 -0.830  3.7060  4.786    1  0.000  0.544     0.00     0.00 -1 -1.01e-14      0.00 7.793e-01 2.206e-01 1.605e-05 4.332e-06 3.930e-05 -1.000 9.999e-05 6.846 8.522 7.409 6.857 6.628 6.535 6.490
0.0001 -2.19174 10.00000 0.5857202411 2.9464068413    0.585 -0.694  3.7222  4.740    1  0.000  0.544     0.00     0.00 -1 -1.41e-14      0.00 7.868e-01 2.131e-01 1.556e-05 4.202e-06 3.813e-05 -1.000 9.999e-05 6.505 7.973 6.995 6.507 6.309 6.233 6.199
0.0001 -2.19174 10.00000 0.6008928418 2.9580702782    0.600 -0.635  3.7292  4.721    1  0.000  0.544     0.00     0.00 -1 -1.63e-14      0.00 7.901e-01 2.098e-01 1.535e-05 4.145e-06 3.762e-05 -1.000 1.000e-04 6.359 7.749 6.821 6.359 6.174 6.105 6.076
0.0001 -2.19174 10.00000 0.6122335196 2.9664423466    0.612 -0.588  3.7354  4.707    1  0.000  0.544     0.00     0.00 -1 -1.84e-14      0.00 7.933e-01 2.066e-01 1.514e-05 4.090e-06 3.713e-05 -1.000 9.997e-05 6.240 7.564 6.680 6.242 6.067 6.004 5.980
0.0001 -2.19174 10.00000 0.6268575788 2.9768288136    0.627 -0.527  3.7435  4.688    1  0.000  0.544     0.00     0.00 -1 -2.13e-14      0.00 7.976e-01 2.023e-01 1.486e-05 4.015e-06 3.645e-05 -1.000 1.000e-04 6.088 7.337 6.501 6.092 5.930 5.875 5.856
0.0001 -2.19174 10.00000 0.6399217844 2.9857347012    0.640 -0.472  3.7507  4.671    1  0.000  0.543     0.00     0.00 -1 -2.44e-14      0.00 8.018e-01 1.982e-01 1.460e-05 3.944e-06 3.582e-05 -1.000 8.047e-05 5.950 7.138 6.342 5.958 5.808 5.760 5.746
0.0001 -2.19174 10.00000 0.6499999762 2.9923686981    0.650 -0.430  3.7563  4.657    1  0.000  0.543     0.00     0.00 -1 -2.71e-14      0.00 8.051e-01 1.948e-01 1.438e-05 3.886e-06 3.530e-05 -1.000 4.314e-05 5.844 6.990 6.220 5.854 5.714 5.671 5.660
0.0001 -2.19174 10.00000 0.6578151584 2.9973773956    0.658 -0.396  3.7604  4.646    1  0.000  0.543     0.00     0.00 -1 -2.95e-14      0.00 8.084e-01 1.915e-01 1.417e-05 3.830e-06 3.479e-05 -1.000 1.000e-04 5.760 6.878 6.126 5.773 5.640 5.601 5.592
0.0001 -2.19174 10.00000 0.6703730226 3.0051882267    0.670 -0.342  3.7670  4.626    1  0.000  0.543     0.00     0.00 -1 -3.39e-14      0.00 8.140e-01 1.859e-01 1.380e-05 3.734e-06 3.393e-05 -1.000 1.000e-04 5.625 6.698 5.973 5.642 5.519 5.486 5.481
0.0001 -2.19174 10.00000 0.6827354431 3.0126051903    0.683 -0.288  3.7734  4.606    1  0.000  0.542     0.00     0.00 -1 -3.89e-14      0.00 8.200e-01 1.799e-01 1.342e-05 3.631e-06 3.301e-05 -1.000 9.999e-05 5.490 6.527 5.823 5.511 5.398 5.371 5.370
0.0001 -2.19174 10.00000 0.6937190890 3.0189800262    0.694 -0.239  3.7789  4.586    1  0.000  0.542     0.00     0.00 -1 -4.42e-14      0.00 8.257e-01 1.742e-01 1.305e-05 3.534e-06 3.213e-05 -1.000 1.000e-04 5.368 6.375 5.688 5.393 5.289 5.267 5.269
0.0001 -2.19174 10.00000 0.6999999881 3.0225379467    0.700 -0.211  3.7820  4.574    1  0.000  0.541     0.00     0.00 -1 -4.75e-14      0.00 8.291e-01 1.708e-01 1.283e-05 3.475e-06 3.160e-05 -1.000 1.000e-04 5.298 6.290 5.611 5.325 5.226 5.207 5.210
0.0001 -2.19174 10.00000 0.7001399398 3.0226166248    0.700 -0.210  3.7821  4.574    1  0.000  0.541     0.00     0.00 -1 -4.76e-14      0.00 8.292e-01 1.707e-01 1.282e-05 3.474e-06 3.159e-05 -1.000 9.994e-05 5.296 6.289 5.609 5.324 5.224 5.205 5.209
0.0001 -2.19174 10.00000 0.7127579451 3.0295782089    0.712 -0.152  3.7880  4.547    1  0.000  0.539     0.00     0.00 -1 -5.57e-14      0.00 8.363e-01 1.637e-01 1.237e-05 3.363e-06 3.062e-05 -1.000 7.498e-05 5.151 6.120 5.451 5.182 5.092 5.079 5.086
0.0001 -2.19174 10.00000 0.7249027491 3.0360565186    0.725 -0.094  3.7935  4.518    1  0.000  0.536     0.00     0.00 -1 -6.52e-14      0.00 8.426e-01 1.573e-01 1.198e-05 3.269e-06 2.979e-05 -1.000 4.938e-05 5.006 5.954 5.293 5.041 4.959 4.951 4.961
0.0001 -2.19174 10.00000 0.7357030511 3.0416436195    0.735 -0.040  3.7983  4.490    1  0.000  0.534     0.00     0.00 -1 -7.56e-14      0.00 8.477e-01 1.522e-01 1.168e-05 3.197e-06 2.916e-05 -1.000 6.302e-05 4.871 5.806 5.148 4.909 4.835 4.832 4.844
0.0001 -2.19174 10.00000 0.7458790541 3.0467638969    0.745  0.013  3.8028  4.461    1  0.000  0.532     0.00     0.00 -1 -8.77e-14      0.00 8.520e-01 1.480e-01 1.144e-05 3.142e-06 2.869e-05 -1.000 1.642e-05 4.739 5.661 5.005 4.778 4.712 4.713 4.728
0.0001 -2.19174 10.00000 0.7500000000 3.0487992764    0.750  0.035  3.8045  4.448    1  0.000  0.531     0.00     0.00 -1 -9.34e-14      0.00 8.536e-01 1.464e-01 1.136e-05 3.124e-06 2.853e-05 -1.000 1.490e-08 4.683 5.601 4.945 4.723 4.659 4.662 4.678
0.0001 -2.19174 10.00000 0.7573733330 3.0523872375    0.757  0.075  3.8079  4.425    1  0.000  0.530     0.00     0.00 -1 -1.05e-13      0.00 8.540e-01 1.460e-01 1.139e-05 3.134e-06 2.864e-05 -1.000 1.512e-05 4.581 5.491 4.835 4.623 4.565 4.571 4.589
0.0001 -2.19174 10.00000 0.7659595013 3.0564808846    0.765  0.125  3.8119  4.396    1  0.000  0.530     0.00     0.00 -1 -1.21e-13      0.00 8.544e-01 1.456e-01 1.144e-05 3.147e-06 2.876e-05 -1.000 3.265e-05 4.456 5.359 4.700 4.500 4.448 4.458 4.477
0.0001 -2.19174 10.00000 0.7741831541 3.0603191853    0.773  0.177  3.8157  4.365    1  0.000  0.529     0.00     0.00 -1  -1.4e-13      0.00 8.546e-01 1.453e-01 1.147e-05 3.160e-06 2.889e-05 -1.000 9.999e-05 4.328 5.224 4.562 4.372 4.327 4.341 4.362
0.0001 -2.19174 10.00000 0.7818734646 3.0638377666    0.781  0.228  3.8193  4.332    1  0.000  0.529     0.00     0.00 -1 -1.63e-13      0.00 8.548e-01 1.451e-01 1.152e-05 3.174e-06 2.903e-05 -1.000 9.996e-05 4.200 5.089 4.423 4.244 4.205 4.223 4.245
0.0001 -2.19174 10.00000 0.7911351323 3.0679872036    0.790  0.296  3.8234  4.286    1  0.000  0.529     0.00     0.00 -1 -1.99e-13      0.00 8.548e-01 1.451e-01 1.158e-05 3.193e-06 2.922e-05 -1.000 9.999e-05 4.031 4.914 4.242 4.076 4.043 4.066 4.089
0.0001 -2.19174 10.00000 0.7996870279 3.0717349052    0.799  0.365  3.8270  4.235    1  0.000  0.529     0.00     0.00 -1 -2.46e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.211e-06 2.938e-05 -1.000 1.787e-05 3.857 4.736 4.056 3.901 3.875 3.902 3.927
0.0001 -2.19174 10.00000 0.8000000119 3.0718705654    0.799  0.368  3.8271  4.233    1  0.000  0.529     0.00     0.00 -1 -2.48e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.212e-06 2.939e-05 -1.000 1.442e-05 3.850 4.730 4.050 3.895 3.869 3.896 3.920
0.0001 -2.19174 10.00000 0.8012468815 3.0724098682    0.800  0.378  3.8276  4.226    1  0.000  0.529     0.00     0.00 -1 -2.56e-13      0.00 8.547e-01 1.453e-01 1.165e-05 3.213e-06 2.940e-05 -1.000 1.907e-06 3.825 4.704 4.022 3.869 3.845 3.872 3.897
0.0001 -2.19174 10.00000 0.8072426915 3.0749788284    0.806  0.431  3.8299  4.185    1  0.000  0.528     0.00     0.00 -1 -3.03e-13      0.00 8.542e-01 1.457e-01 1.168e-05 3.221e-06 2.948e-05 -1.000 1.000e-04 3.693 4.570 3.882 3.736 3.716 3.746 3.772
0.0001 -2.19174 10.00000 0.8138886094 3.0777809620    0.813  0.494  3.8316  4.132    1  0.000  0.529     0.00     0.00 -1  -3.7e-13      0.00 8.523e-01 1.476e-01 1.181e-05 3.254e-06 2.978e-05 -1.000 1.000e-04 3.535 4.412 3.717 3.577 3.561 3.593 3.618
0.0001 -2.19174 10.00000 0.8152154088 3.0783348083    0.814  0.508  3.8316  4.119    1  0.000  0.529     0.00     0.00 -1 -3.89e-13      0.00 8.519e-01 1.480e-01 1.183e-05 3.261e-06 2.984e-05 -1.000 9.999e-05 3.501 4.378 3.681 3.542 3.526 3.558 3.584
0.0001 -2.19174 10.00000 0.8159552813 3.0786428452    0.815  0.516  3.8316  4.111    1  0.000  0.529     0.00     0.00 -1 -4.01e-13      0.00 8.516e-01 1.483e-01 1.185e-05 3.265e-06 2.988e-05 -1.000 9.994e-05 3.480 4.358 3.660 3.521 3.506 3.537 3.563
0.0001 -2.19174 10.00000 0.8201174140 3.0803651810    0.819  0.565  3.8304  4.060    1  0.000  0.529     0.00     0.00 -1 -4.72e-13      0.00 8.504e-01 1.495e-01 1.193e-05 3.286e-06 3.007e-05 -1.000 1.000e-04 3.358 4.239 3.537 3.397 3.380 3.411 3.436
0.0001 -2.19174 10.00000 0.8240900040 3.0819923878    0.822  0.619  3.8266  3.993    1  0.000  0.529     0.00     0.00 -1 -5.75e-13      0.00 8.492e-01 1.507e-01 1.200e-05 3.306e-06 3.025e-05 -1.000 1.000e-04 3.222 4.112 3.407 3.258 3.235 3.263 3.286
0.0001 -2.19174 10.00000 0.8247934580 3.0822787285    0.823  0.630  3.8256  3.979    1  0.000  0.529     0.00     0.00 -1 -6.02e-13      0.00 8.490e-01 1.509e-01 1.201e-05 3.310e-06 3.028e-05 -1.000 9.999e-05 3.196 4.088 3.382 3.231 3.207 3.233 3.256
0.0001 -2.19174 10.00000 0.8254300952 3.0825376511    0.824  0.640  3.8242  3.962    1  0.000  0.529     0.00     0.00 -1 -6.28e-13      0.00 8.488e-01 1.511e-01 1.203e-05 3.313e-06 3.031e-05 -1.000 1.000e-04 3.169 4.064 3.358 3.203 3.177 3.202 3.224
0.0001 -2.19174 10.00000 0.8275688291 3.0834040642    0.826  0.679  3.8179  3.900    2  0.000  0.529     0.00     0.00 -1 -7.34e-13      0.00 8.482e-01 1.517e-01 1.207e-05 3.324e-06 3.041e-05 -1.000 1.000e-04 3.073 3.982 3.274 3.104 3.067 3.086 3.105
0.0001 -2.19174 10.00000 0.8291981816 3.0840611458    0.827  0.712  3.8102  3.836    2  0.000  0.529     0.00     0.00 -1 -8.53e-13      0.00 8.477e-01 1.522e-01 1.210e-05 3.332e-06 3.048e-05 -1.000 9.997e-05 2.989 3.916 3.206 3.016 2.967 2.978 2.994
0.0001 -2.19174 10.00000 0.8304694295 3.0845718384    0.829  0.743  3.8011  3.770    2  0.000  0.529     0.00     0.00 -1 -9.86e-13      0.00 8.473e-01 1.526e-01 1.212e-05 3.339e-06 3.054e-05 -1.000 9.993e-05 2.913 3.865 3.150 2.936 2.874 2.875 2.887
0.0001 -2.19174 10.00000 0.8314917684 3.0849814415    0.830  0.771  3.7910  3.702    2  0.000  0.529     0.00     0.00 -1 -1.14e-12      0.00 8.470e-01 1.529e-01 1.214e-05 3.345e-06 3.060e-05 -1.000 8.632e-05 2.842 3.826 3.104 2.863 2.785 2.776 2.783
0.0001 -2.19174 10.00000 0.8323430419 3.0853219032    0.830  0.797  3.7806  3.635    2  0.000  0.529     0.00     0.00 -1 -1.31e-12      0.00 8.429e-01 1.571e-01 1.238e-05 3.410e-06 3.118e-05 -1.000 6.822e-05 2.777 3.798 3.065 2.795 2.701 2.682 2.683
0.0001 -2.19174 10.00000 0.8330845237 3.0856177807    0.831  0.822  3.7708  3.571    2  0.000  0.531     0.00     0.00 -1 -1.49e-12      0.00 8.236e-01 1.763e-01 1.348e-05 3.704e-06 3.381e-05 -1.000 4.196e-05 2.714 3.781 3.029 2.731 2.621 2.593 2.587
0.0001 -2.19174 10.00000 0.8337684870 3.0858900547    0.832  0.849  3.7620  3.509    2  0.000  0.534     0.00     0.00 -1  -1.7e-12      0.00 7.996e-01 2.004e-01 1.486e-05 4.072e-06 3.710e-05 -1.000 6.998e-05 2.648 3.759 2.988 2.664 2.540 2.503 2.492
0.0001 -2.19174 10.00000 0.8344549537 3.0861630440    0.832  0.884  3.7541  3.443    2  0.000  0.536     0.00     0.00 -1 -1.98e-12      0.00 7.817e-01 2.182e-01 1.590e-05 4.350e-06 3.957e-05 -1.000 1.000e-04 2.561 3.718 2.923 2.577 2.440 2.395 2.379
0.0001 -2.19174 10.00000 0.8349917531 3.0863761902    0.833  0.920  3.7491  3.387    2  0.000  0.536     0.00     0.00 -1  -2.3e-12      0.00 7.743e-01 2.256e-01 1.632e-05 4.464e-06 4.059e-05 -1.000 1.000e-04 2.471 3.661 2.849 2.487 2.342 2.292 2.273
0.0001 -2.19174 10.00000 0.8355230093 3.0865867138    0.833  0.963  3.7450  3.328    2  0.000  0.537     0.00     0.00 -1 -2.72e-12      0.00 7.700e-01 2.299e-01 1.658e-05 4.531e-06 4.119e-05 -1.000 1.000e-04 2.362 3.581 2.753 2.378 2.227 2.173 2.151
0.0001 -2.19174 10.00000 0.8356020451 3.0866181850    0.833  0.971  3.7445  3.318    3  0.000  0.536     0.00     0.00 -1 -2.81e-12      0.00 7.696e-01 2.304e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 2.821e-05 2.344 3.566 2.736 2.360 2.208 2.153 2.131
0.0001 -2.19174 10.00000 0.8360363841 3.0867900848    0.834  1.012  3.7421  3.267    3  0.000  0.537     0.00     0.00 -1 -3.26e-12      0.00 7.672e-01 2.327e-01 1.672e-05 4.570e-06 4.154e-05 -1.000 1.000e-04 2.239 3.479 2.638 2.256 2.099 2.042 2.019
0.0001 -2.19174 10.00000 0.8365163803 3.0869798660    0.834  1.062  3.7397  3.208    3  0.000  0.537     0.00     0.00 -1  -3.9e-12      0.00 7.649e-01 2.350e-01 1.682e-05 4.599e-06 4.179e-05 -1.000 7.471e-05 2.115 3.373 2.522 2.132 1.972 1.913 1.887
0.0001 -2.19174 10.00000 0.8369216323 3.0871400833    0.835  1.106  3.7379  3.157    3  0.000  0.537     0.00     0.00 -1 -4.59e-12      0.00 7.633e-01 2.366e-01 1.690e-05 4.618e-06 4.196e-05 -1.000 9.820e-05 2.004 3.275 2.416 2.021 1.858 1.797 1.770
0.0001 -2.19174 10.00000 0.8373119235 3.0872941017    0.835  1.152  3.7363  3.105    3  0.000  0.537     0.00     0.00 -1 -5.41e-12      0.00 7.618e-01 2.381e-01 1.695e-05 4.633e-06 4.211e-05 -1.000 1.000e-04 1.891 3.176 2.309 1.908 1.743 1.680 1.652
0.0001 -2.19174 10.00000 0.8376753330 3.0874373913    0.835  1.196  3.7347  3.054    3  0.000  0.537     0.00     0.00 -1 -6.36e-12      0.00 7.603e-01 2.396e-01 1.699e-05 4.646e-06 4.221e-05 -1.000 1.000e-04 1.779 3.079 2.202 1.797 1.629 1.565 1.535
0.0001 -2.19174 10.00000 0.8380178213 3.0875723362    0.835  1.242  3.7332  3.003    3  0.000  0.537     0.00     0.00 -1 -7.48e-12      0.00 7.590e-01 2.409e-01 1.703e-05 4.656e-06 4.230e-05 -1.000 9.996e-05 1.666 2.979 2.094 1.685 1.514 1.448 1.418
0.0001 -2.19174 10.00000 0.8383605480 3.0877072811    0.836  1.290  3.7317  2.949    3  0.000  0.536     0.00     0.00 -1  -8.9e-12      0.00 7.577e-01 2.422e-01 1.705e-05 4.668e-06 4.238e-05 -1.000 8.242e-05 1.545 2.873 1.977 1.563 1.390 1.323 1.292
0.0001 -2.19174 10.00000 0.8386567831 3.0878236294    0.836  1.335  3.7302  2.897    3  0.000  0.535     0.00     0.00 -1 -1.05e-11      0.00 7.566e-01 2.433e-01 1.705e-05 4.681e-06 4.245e-05 -1.000 9.336e-05 1.431 2.774 1.869 1.450 1.274 1.206 1.173
0.0001 -2.19174 10.00000 0.8389481306 3.0879383087    0.836  1.384  3.7287  2.843    3  0.000  0.535     0.00     0.00 -1 -1.25e-11      0.00 7.556e-01 2.443e-01 1.703e-05 4.698e-06 4.249e-05 -1.000 9.996e-05 1.311 2.669 1.754 1.330 1.151 1.081 1.048
0.0001 -2.19174 10.00000 0.8392127156 3.0880422592    0.836  1.431  3.7272  2.790    3  0.000  0.533     0.00     0.00 -1 -1.48e-11      0.00 7.546e-01 2.453e-01 1.700e-05 4.727e-06 4.253e-05 -1.000 1.000e-04 1.192 2.565 1.640 1.212 1.031 0.959 0.925
0.0001 -2.19174 10.00000 0.8394520283 3.0881361961    0.836  1.478  3.7257  2.737    3  0.000  0.531     0.00     0.00 -1 -1.75e-11      0.00 7.538e-01 2.461e-01 1.695e-05 4.766e-06 4.257e-05 -1.000 9.997e-05 1.076 2.463 1.529 1.096 0.912 0.839 0.803
0.0001 -2.19174 10.00000 0.8396702409 3.0882217884    0.836  1.524  3.7241  2.685    3  0.000  0.529     0.00     0.00 -1 -2.07e-11      0.00 7.531e-01 2.468e-01 1.689e-05 4.816e-06 4.260e-05 -1.000 9.997e-05 0.961 2.363 1.419 0.981 0.794 0.720 0.683
0.0001 -2.19174 10.00000 0.8398764133 3.0883026123    0.836  1.571  3.7226  2.631    3  0.000  0.527     0.00     0.00 -1 -2.45e-11      0.00 7.525e-01 2.474e-01 1.684e-05 4.864e-06 4.262e-05 -1.000 9.996e-05 0.841 2.261 1.306 0.862 0.673 0.597 0.559
0.0001 -2.19174 10.00000 0.8400606513 3.0883748531    0.836  1.618  3.7211  2.579    3  0.000  0.525     0.00     0.00 -1  -2.9e-11      0.00 7.521e-01 2.478e-01 1.679e-05 4.917e-06 4.263e-05 -1.000 1.000e-04 0.726 2.164 1.197 0.747 0.556 0.478 0.439
0.0001 -2.19174 10.00000 0.8402258158 3.0884394646    0.836  1.663  3.7195  2.527    3  0.000  0.523     0.00     0.00 -1 -3.41e-11      0.00 7.517e-01 2.482e-01 1.674e-05 4.964e-06 4.265e-05 -1.000 1.000e-04 0.613 2.070 1.091 0.635 0.441 0.361 0.321
0.0001 -2.19174 10.00000 0.8403806090 3.0885000229    0.836  1.709  3.7180  2.475    3  0.000  0.522     0.00     0.00 -1 -4.03e-11      0.00 7.515e-01 2.484e-01 1.671e-05 4.998e-06 4.266e-05 -1.000 9.999e-05 0.497 1.974 0.982 0.521 0.323 0.242 0.201
0.0001 -2.19174 10.00000 0.8405181170 3.0885539055    0.836  1.754  3.7164  2.424    3  0.000  0.522     0.00     0.00 -1 -4.74e-11      0.00 7.514e-01 2.485e-01 1.669e-05 5.019e-06 4.266e-05 -1.000 9.999e-05 0.385 1.883 0.877 0.409 0.209 0.126 0.084
0.0001 -2.19174 10.00000 0.8406464458 3.0886042118    0.836  1.799  3.7147  2.372    3  0.000  0.521     0.00     0.00 -1 -5.59e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.028e-06 4.266e-05 -1.000 1.000e-04 0.272 1.791 0.771 0.297 0.093 0.009 -0.035
0.0001 -2.19174 10.00000 0.8407658339 3.0886509418    0.836  1.845  3.7131  2.319    3  0.000  0.521     0.00     0.00 -1  -6.6e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.029e-06 4.266e-05 -1.000 1.000e-04 0.157 1.698 0.664 0.183 -0.024 -0.110 -0.155
0.0001 -2.19174 10.00000 0.8408753276 3.0886936188    0.835  1.891  3.7115  2.267    3  0.000  0.521     0.00     0.00 -1 -7.79e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 0.043 1.605 0.558 0.069 -0.140 -0.228 -0.274
0.0001 -2.19174 10.00000 0.8409748673 3.0887324810    0.835  1.936  3.7097  2.215    3  0.000  0.521     0.00     0.00 -1 -9.17e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 -0.070 1.516 0.454 -0.042 -0.254 -0.344 -0.392
0.0001 -2.19174 10.00000 0.8410680294 3.0887689590    0.835  1.982  3.7080  2.162    3  0.000  0.521     0.00     0.00 -1 -1.08e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.031e-06 4.266e-05 -1.000 1.000e-04 -0.184 1.428 0.349 -0.154 -0.371 -0.463 -0.511
0.0001 -2.19174 10.00000 0.8411529660 3.0888020992    0.834  2.027  3.7064  2.110    3  0.000  0.521     0.00     0.00 -1 -1.28e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.032e-06 4.266e-05 -1.000 1.001e-04 -0.298 1.339 0.244 -0.266 -0.486 -0.580 -0.630
0.0001 -2.19174 10.00000 0.8412283063 3.0888316631    0.834  2.071  3.7046  2.059    3  0.000  0.521     0.00     0.00 -1  -1.5e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.032e-06 4.266e-05 -1.000 1.001e-04 -0.407 1.256 0.144 -0.374 -0.597 -0.693 -0.745
0.0001 -2.19174 10.00000 0.8412977457 3.0888588428    0.834  2.115  3.7030  2.008    3  0.000  0.521     0.00     0.00 -1 -1.76e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.033e-06 4.266e-05 -1.000 1.000e-04 -0.517 1.172 0.044 -0.482 -0.709 -0.807 -0.860
0.0001 -2.19174 10.00000 0.8413628936 3.0888843536    0.833  2.160  3.7012  1.956    3  0.000  0.521     0.00     0.00 -1 -2.07e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.033e-06 4.266e-05 -1.000 1.000e-04 -0.629 1.088 -0.058 -0.593 -0.823 -0.923 -0.977
