# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Fri Jan 28 21:25:45 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: LSST ugrizy, July 2019 total filter throughputs for DP0 (all ABmags)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    ymag
0.0002 -1.89055 10.00000 0.8412998915 3.0888595581    0.838  1.362  3.7278  2.862    3  0.000  0.531     0.00     0.00 -1 -1.16e-11      0.00 7.532e-01 2.466e-01 3.395e-05 9.526e-06 8.524e-05 -1.000 2.000e-04 1.365 2.759 1.808 1.375 1.196 1.126 1.092
0.0002 -1.89055 10.00000 0.8415862918 3.0889713764    0.838  1.413  3.7262  2.805    3  0.000  0.528     0.00     0.00 -1 -1.39e-11      0.00 7.522e-01 2.476e-01 3.380e-05 9.661e-06 8.531e-05 -1.000 1.999e-04 1.236 2.647 1.685 1.247 1.065 0.994 0.959
0.0002 -1.89055 10.00000 0.8418263793 3.0890650749    0.839  1.460  3.7246  2.752    3  0.000  0.525     0.00     0.00 -1 -1.65e-11      0.00 7.514e-01 2.484e-01 3.364e-05 9.813e-06 8.537e-05 -1.000 2.000e-04 1.119 2.546 1.574 1.130 0.946 0.873 0.837
0.0002 -1.89055 10.00000 0.8420453668 3.0891506672    0.839  1.507  3.7231  2.699    3  0.000  0.523     0.00     0.00 -1 -1.95e-11      0.00 7.507e-01 2.491e-01 3.348e-05 9.976e-06 8.541e-05 -1.000 2.000e-04 1.003 2.448 1.464 1.014 0.827 0.753 0.716
0.0002 -1.89055 10.00000 0.8422513008 3.0892307758    0.839  1.555  3.7215  2.645    3  0.000  0.520     0.00     0.00 -1 -2.32e-11      0.00 7.502e-01 2.496e-01 3.333e-05 1.014e-05 8.545e-05 -1.000 2.000e-04 0.883 2.348 1.351 0.896 0.706 0.630 0.592
0.0002 -1.89055 10.00000 0.8424332738 3.0893018246    0.839  1.601  3.7199  2.592    3  0.000  0.518     0.00     0.00 -1 -2.74e-11      0.00 7.498e-01 2.500e-01 3.322e-05 1.027e-05 8.547e-05 -1.000 1.999e-04 0.769 2.254 1.244 0.782 0.590 0.512 0.472
0.0002 -1.89055 10.00000 0.8426063657 3.0893692970    0.839  1.648  3.7182  2.538    3  0.000  0.517     0.00     0.00 -1 -3.25e-11      0.00 7.496e-01 2.502e-01 3.314e-05 1.036e-05 8.548e-05 -1.000 2.000e-04 0.650 2.155 1.132 0.664 0.469 0.389 0.348
0.0002 -1.89055 10.00000 0.8427588940 3.0894286633    0.838  1.694  3.7166  2.486    3  0.000  0.516     0.00     0.00 -1 -3.84e-11      0.00 7.494e-01 2.504e-01 3.309e-05 1.042e-05 8.549e-05 -1.000 2.000e-04 0.535 2.061 1.025 0.551 0.352 0.271 0.229
0.0002 -1.89055 10.00000 0.8428946733 3.0894813538    0.838  1.738  3.7149  2.435    3  0.000  0.516     0.00     0.00 -1 -4.51e-11      0.00 7.493e-01 2.505e-01 3.306e-05 1.045e-05 8.550e-05 -1.000 1.999e-04 0.424 1.973 0.922 0.441 0.239 0.157 0.112
0.0002 -1.89055 10.00000 0.8430240154 3.0895318985    0.838  1.784  3.7133  2.382    3  0.000  0.515     0.00     0.00 -1 -5.32e-11      0.00 7.493e-01 2.505e-01 3.305e-05 1.046e-05 8.550e-05 -1.000 2.000e-04 0.309 1.881 0.814 0.327 0.122 0.038 -0.008
0.0002 -1.89055 10.00000 0.8431411386 3.0895774364    0.838  1.830  3.7116  2.330    3  0.000  0.515     0.00     0.00 -1 -6.28e-11      0.00 7.493e-01 2.505e-01 3.305e-05 1.046e-05 8.551e-05 -1.000 2.000e-04 0.196 1.790 0.709 0.214 0.007 -0.080 -0.126
0.0002 -1.89055 10.00000 0.8432441950 3.0896174908    0.838  1.873  3.7099  2.280    3  0.000  0.515     0.00     0.00 -1 -7.35e-11      0.00 7.493e-01 2.505e-01 3.305e-05 1.047e-05 8.551e-05 -1.000 2.000e-04 0.088 1.706 0.610 0.108 -0.103 -0.191 -0.239
0.0002 -1.89055 10.00000 0.8433389068 3.0896542072    0.838  1.915  3.7083  2.231    3  0.000  0.515     0.00     0.00 -1 -8.57e-11      0.00 7.493e-01 2.505e-01 3.305e-05 1.047e-05 8.551e-05 -1.000 2.000e-04 -0.018 1.625 0.512 0.003 -0.211 -0.301 -0.350
0.0002 -1.89055 10.00000 0.8434305191 3.0896897316    0.837  1.960  3.7066  2.179    3  0.000  0.515     0.00     0.00 -1 -1.01e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.047e-05 8.551e-05 -1.000 2.001e-04 -0.130 1.540 0.410 -0.107 -0.324 -0.416 -0.467
0.0002 -1.89055 10.00000 0.8435107470 3.0897209644    0.837  2.002  3.7048  2.130    3  0.000  0.515     0.00     0.00 -1 -1.18e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.047e-05 8.551e-05 -1.000 2.000e-04 -0.235 1.462 0.315 -0.210 -0.431 -0.525 -0.577
0.0002 -1.89055 10.00000 0.8435845375 3.0897498131    0.837  2.044  3.7031  2.081    3  0.000  0.515     0.00     0.00 -1 -1.37e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.047e-05 8.551e-05 -1.000 2.001e-04 -0.339 1.384 0.220 -0.312 -0.537 -0.633 -0.686
0.0002 -1.89055 10.00000 0.8436543941 3.0897767544    0.836  2.086  3.7015  2.032    3  0.000  0.515     0.00     0.00 -1  -1.6e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.047e-05 8.551e-05 -1.000 2.000e-04 -0.445 1.305 0.125 -0.416 -0.644 -0.742 -0.796
0.0002 -1.89055 10.00000 0.8437158465 3.0898005962    0.836  2.126  3.6997  1.985    3  0.000  0.515     0.00     0.00 -1 -1.85e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.048e-05 8.551e-05 -1.000 2.000e-04 -0.545 1.233 0.035 -0.513 -0.745 -0.845 -0.901
0.0002 -1.89055 10.00000 0.8437750340 3.0898237228    0.836  2.166  3.6980  1.939    3  0.000  0.515     0.00     0.00 -1 -2.14e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.048e-05 8.551e-05 -1.000 2.000e-04 -0.644 1.163 -0.054 -0.611 -0.846 -0.948 -1.005
0.0002 -1.89055 10.00000 0.8438364863 3.0898475647    0.835  2.201  3.6966  1.897    3  0.000  0.515     0.00     0.00 -1 -2.44e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.048e-05 8.551e-05 -1.000 2.000e-04 -0.733 1.099 -0.134 -0.699 -0.937 -1.041 -1.099
0.0002 -1.89055 10.00000 0.8438914418 3.0898687840    0.835  2.228  3.6955  1.866    3  0.000  0.515     0.00     0.00 -1  -2.7e-10      0.00 7.493e-01 2.505e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.000e-04 -0.799 1.054 -0.193 -0.763 -1.004 -1.109 -1.168
0.0002 -1.89055 10.00000 0.8439298272 3.0898838043    0.834  2.214  3.6964  1.883    3  0.000  0.515     0.00     0.00 -1 -2.59e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.001e-04 -0.766 1.071 -0.166 -0.731 -0.970 -1.074 -1.132
0.0002 -1.89055 10.00000 0.8439349532 3.0898857117    0.834  2.212  3.6965  1.885    3  0.000  0.515     0.00     0.00 -1 -2.57e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.001e-04 -0.761 1.074 -0.162 -0.727 -0.965 -1.069 -1.127
0.0002 -1.89055 10.00000 0.8439634442 3.0898969173    0.834  2.239  3.6953  1.853    3  0.000  0.515     0.00     0.00 -1 -2.82e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.000e-04 -0.828 1.031 -0.220 -0.791 -1.032 -1.138 -1.197
0.0002 -1.89055 10.00000 0.8440066576 3.0899136066    0.833  2.281  3.6934  1.804    3  0.000  0.515     0.00     0.00 -1 -3.26e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.001e-04 -0.932 0.967 -0.311 -0.892 -1.137 -1.245 -1.306
0.0002 -1.89055 10.00000 0.8440468907 3.0899291039    0.833  2.321  3.6916  1.756    3  0.000  0.515     0.00     0.00 -1 -3.78e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.000e-04 -1.033 0.904 -0.399 -0.990 -1.240 -1.350 -1.412
0.0002 -1.89055 10.00000 0.8440839648 3.0899436474    0.832  2.361  3.6897  1.708    3  0.000  0.515     0.00     0.00 -1 -4.38e-10      0.00 7.492e-01 2.506e-01 3.304e-05 1.048e-05 8.552e-05 -1.000 2.001e-04 -1.132 0.846 -0.484 -1.086 -1.340 -1.452 -1.516
0.0002 -1.89055 10.00000 0.8441165686 3.0899562836    0.832  2.398  3.6880  1.664    3  0.000  0.515     0.00     0.00 -1 -5.02e-10      0.00 7.492e-01 2.506e-01 3.303e-05 1.048e-05 8.552e-05 -1.000 2.000e-04 -1.225 0.791 -0.564 -1.176 -1.434 -1.548 -1.614
0.0002 -1.89055 10.00000 0.8441483378 3.0899686813    0.831  2.437  3.6862  1.618    3  0.000  0.515     0.00     0.00 -1  -5.8e-10      0.00 7.492e-01 2.506e-01 3.303e-05 1.048e-05 8.552e-05 -1.000 2.001e-04 -1.322 0.735 -0.646 -1.269 -1.531 -1.648 -1.715
0.0002 -1.89055 10.00000 0.8441762328 3.0899794102    0.830  2.473  3.6844  1.574    3  0.000  0.515     0.00     0.00 -1 -6.63e-10      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.412 0.684 -0.722 -1.356 -1.623 -1.742 -1.810
0.0002 -1.89055 10.00000 0.8442032933 3.0899899006    0.830  2.510  3.6827  1.529    3  0.000  0.515     0.00     0.00 -1 -7.61e-10      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.506 0.629 -0.803 -1.447 -1.718 -1.839 -1.909
0.0002 -1.89055 10.00000 0.8442273736 3.0899991989    0.829  2.546  3.6809  1.486    3  0.000  0.515     0.00     0.00 -1 -8.68e-10      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.595 0.585 -0.876 -1.532 -1.807 -1.930 -2.002
0.0002 -1.89055 10.00000 0.8442553878 3.0900101662    0.828  2.590  3.6787  1.433    3  0.000  0.515     0.00     0.00 -1 -1.02e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.704 0.539 -0.964 -1.636 -1.917 -2.043 -2.117
0.0002 -1.89055 10.00000 0.8442803621 3.0900197029    0.827  2.632  3.6766  1.382    3  0.000  0.515     0.00     0.00 -1  -1.2e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.809 0.496 -1.048 -1.735 -2.022 -2.151 -2.227
0.0002 -1.89055 10.00000 0.8442998528 3.0900273323    0.826  2.667  3.6747  1.339    3  0.000  0.515     0.00     0.00 -1 -1.36e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -1.897 0.464 -1.117 -1.818 -2.111 -2.242 -2.320
0.0002 -1.89055 10.00000 0.8443206549 3.0900354385    0.824  2.707  3.6727  1.290    3  0.000  0.515     0.00     0.00 -1 -1.58e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -1.998 0.425 -1.196 -1.913 -2.211 -2.345 -2.425
0.0002 -1.89055 10.00000 0.8443373442 3.0900418758    0.823  2.741  3.6708  1.248    3  0.000  0.515     0.00     0.00 -1  -1.8e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.083 0.397 -1.262 -1.994 -2.297 -2.434 -2.515
0.0002 -1.89055 10.00000 0.8443548679 3.0900487900    0.822  2.779  3.6688  1.201    3  0.000  0.515     0.00     0.00 -1 -2.07e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -2.178 0.367 -1.335 -2.083 -2.392 -2.532 -2.615
0.0002 -1.89055 10.00000 0.8443716764 3.0900552273    0.820  2.818  3.6666  1.153    3  0.000  0.515     0.00     0.00 -1  -2.4e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.275 0.342 -1.407 -2.174 -2.489 -2.632 -2.717
0.0002 -1.89055 10.00000 0.8443873525 3.0900611877    0.819  2.857  3.6644  1.104    3  0.000  0.515     0.00     0.00 -1 -2.77e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -2.372 0.326 -1.476 -2.262 -2.585 -2.731 -2.818
0.0002 -1.89055 10.00000 0.8444009423 3.0900666714    0.817  2.892  3.6625  1.060    3  0.000  0.515     0.00     0.00 -1 -3.17e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -2.461 0.310 -1.540 -2.344 -2.673 -2.823 -2.911
0.0002 -1.89055 10.00000 0.8444143534 3.0900716782    0.815  2.929  3.6604  1.013    3  0.000  0.515     0.00     0.00 -1 -3.64e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -2.553 0.298 -1.605 -2.429 -2.765 -2.918 -3.009
0.0002 -1.89055 10.00000 0.8444259167 3.0900762081    0.814  2.963  3.6583  0.970    3  0.000  0.515     0.00     0.00 -1 -4.14e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.638 0.295 -1.661 -2.506 -2.849 -3.005 -3.098
0.0002 -1.89055 10.00000 0.8444371819 3.0900804996    0.812  2.998  3.6564  0.927    3  0.000  0.515     0.00     0.00 -1 -4.73e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -2.725 0.290 -1.719 -2.585 -2.936 -3.095 -3.190
0.0002 -1.89055 10.00000 0.8444476128 3.0900845528    0.809  3.032  3.6542  0.883    3  0.000  0.515     0.00     0.00 -1  -5.4e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.811 0.298 -1.772 -2.662 -3.021 -3.184 -3.281
0.0002 -1.89055 10.00000 0.8444568515 3.0900881290    0.807  3.064  3.6524  0.842    3  0.000  0.515     0.00     0.00 -1 -6.09e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.890 0.301 -1.821 -2.732 -3.098 -3.265 -3.364
0.0002 -1.89055 10.00000 0.8444657326 3.0900917053    0.805  3.096  3.6503  0.801    3  0.000  0.515     0.00     0.00 -1 -6.89e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -2.971 0.318 -1.865 -2.800 -3.175 -3.346 -3.447
0.0002 -1.89055 10.00000 0.8444740772 3.0900948048    0.802  3.128  3.6483  0.760    3  0.000  0.515     0.00     0.00 -1 -7.77e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -3.050 0.335 -1.909 -2.868 -3.250 -3.425 -3.529
0.0002 -1.89055 10.00000 0.8444816470 3.0900979042    0.800  3.158  3.6466  0.722    3  0.000  0.515     0.00     0.00 -1  -8.7e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -3.124 0.349 -1.950 -2.932 -3.322 -3.500 -3.606
0.0002 -1.89055 10.00000 0.8444892168 3.0901007652    0.797  3.189  3.6446  0.681    3  0.000  0.515     0.00     0.00 -1 -9.83e-09      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -3.202 0.372 -1.991 -2.998 -3.397 -3.579 -3.687
0.0002 -1.89055 10.00000 0.8444959521 3.0901033878    0.794  3.218  3.6427  0.643    3  0.000  0.515     0.00     0.00 -1  -1.1e-08      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -3.274 0.394 -2.028 -3.058 -3.466 -3.652 -3.762
0.0002 -1.89055 10.00000 0.8445025086 3.0901060104    0.791  3.246  3.6410  0.607    3  0.000  0.515     0.00     0.00 -1 -1.23e-08      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.001e-04 -3.344 0.415 -2.063 -3.117 -3.533 -3.723 -3.834
0.0002 -1.89055 10.00000 0.8445079327 3.0901081562    0.788  3.267  3.6397  0.578    3  0.000  0.515     0.00     0.00 -1 -1.34e-08      0.00 7.492e-01 2.506e-01 3.303e-05 1.049e-05 8.552e-05 -1.000 2.000e-04 -3.399 0.433 -2.090 -3.163 -3.585 -3.778 -3.891
0.0002 -1.89055 10.00000 0.8445079327 3.0901081562    0.788  1.724  3.8050  2.783    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.369e-05 9.536e-06 8.478e-05 -1.000 1.999e-04 0.461 1.436 0.613 0.439 0.399 0.408 0.416
0.0002 -1.89055 10.00000 0.8445640802 3.0901298523    0.788  1.745  3.7950  2.722    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.369e-05 9.537e-06 8.479e-05 -1.000 2.001e-04 0.408 1.416 0.589 0.385 0.328 0.326 0.331
0.0002 -1.89055 10.00000 0.8446187973 3.0901510715    0.788  1.747  3.7950  2.719    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.369e-05 9.537e-06 8.479e-05 -1.000 1.999e-04 0.402 1.411 0.584 0.379 0.322 0.321 0.325
0.0002 -1.89055 10.00000 0.8446753621 3.0901730061    0.788  1.748  3.7957  2.722    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.369e-05 9.537e-06 8.479e-05 -1.000 2.000e-04 0.400 1.406 0.579 0.378 0.322 0.321 0.325
0.0002 -1.89055 10.00000 0.8447313905 3.0901947021    0.788  1.748  3.7968  2.726    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.369e-05 9.538e-06 8.479e-05 -1.000 2.000e-04 0.399 1.401 0.575 0.376 0.322 0.322 0.328
0.0002 -1.89055 10.00000 0.8447878957 3.0902166367    0.788  1.749  3.7982  2.731    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.538e-06 8.479e-05 -1.000 2.000e-04 0.398 1.396 0.569 0.375 0.324 0.325 0.331
0.0002 -1.89055 10.00000 0.8448452353 3.0902388096    0.789  1.749  3.7999  2.738    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.539e-06 8.479e-05 -1.000 1.999e-04 0.398 1.390 0.564 0.375 0.327 0.330 0.336
0.0002 -1.89055 10.00000 0.8449019194 3.0902607441    0.789  1.749  3.8018  2.745    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.539e-06 8.479e-05 -1.000 2.000e-04 0.398 1.385 0.559 0.376 0.331 0.336 0.342
0.0002 -1.89055 10.00000 0.8449599147 3.0902831554    0.789  1.748  3.8038  2.754    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.540e-06 8.479e-05 -1.000 2.000e-04 0.399 1.379 0.553 0.376 0.335 0.342 0.349
0.0002 -1.89055 10.00000 0.8450168967 3.0903053284    0.789  1.748  3.8058  2.762    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.540e-06 8.479e-05 -1.000 1.999e-04 0.400 1.373 0.547 0.377 0.339 0.348 0.356
0.0002 -1.89055 10.00000 0.8450697660 3.0903255939    0.789  1.748  3.8074  2.769    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.540e-06 8.479e-05 -1.000 1.999e-04 0.400 1.368 0.543 0.377 0.342 0.353 0.362
0.0002 -1.89055 10.00000 0.8451290727 3.0903487206    0.789  1.748  3.8090  2.775    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.541e-06 8.479e-05 -1.000 2.001e-04 0.400 1.363 0.538 0.377 0.345 0.358 0.367
0.0002 -1.89055 10.00000 0.8451879025 3.0903713703    0.789  1.748  3.8102  2.780    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.541e-06 8.480e-05 -1.000 2.000e-04 0.400 1.359 0.534 0.377 0.348 0.361 0.371
0.0002 -1.89055 10.00000 0.8452451229 3.0903935432    0.789  1.748  3.8110  2.783    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.542e-06 8.480e-05 -1.000 1.999e-04 0.399 1.357 0.531 0.377 0.348 0.362 0.372
0.0002 -1.89055 10.00000 0.8453025222 3.0904157162    0.789  1.749  3.8113  2.784    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.542e-06 8.480e-05 -1.000 2.000e-04 0.398 1.355 0.529 0.376 0.348 0.362 0.372
0.0002 -1.89055 10.00000 0.8453089595 3.0904183388    0.789  1.749  3.8113  2.784    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.542e-06 8.480e-05 -1.000 2.000e-04 0.398 1.355 0.529 0.375 0.348 0.362 0.372
0.0002 -1.89055 10.00000 0.8453623056 3.0904388428    0.789  1.750  3.8108  2.781    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.543e-06 8.480e-05 -1.000 2.001e-04 0.396 1.354 0.529 0.373 0.345 0.359 0.368
0.0002 -1.89055 10.00000 0.8454204202 3.0904612541    0.789  1.751  3.8097  2.775    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.543e-06 8.480e-05 -1.000 1.999e-04 0.393 1.355 0.529 0.371 0.340 0.353 0.362
0.0002 -1.89055 10.00000 0.8454772234 3.0904834270    0.789  1.752  3.8080  2.767    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.543e-06 8.480e-05 -1.000 2.000e-04 0.390 1.356 0.531 0.367 0.333 0.344 0.353
0.0002 -1.89055 10.00000 0.8455312848 3.0905041695    0.789  1.754  3.8058  2.757    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.544e-06 8.480e-05 -1.000 2.000e-04 0.386 1.359 0.533 0.363 0.325 0.334 0.342
0.0002 -1.89055 10.00000 0.8455871940 3.0905258656    0.789  1.756  3.8028  2.743    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.544e-06 8.480e-05 -1.000 2.000e-04 0.381 1.364 0.537 0.358 0.315 0.321 0.328
0.0002 -1.89055 10.00000 0.8456466198 3.0905487537    0.789  1.758  3.7991  2.726    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.545e-06 8.480e-05 -1.000 2.000e-04 0.374 1.369 0.542 0.351 0.302 0.304 0.310
0.0002 -1.89055 10.00000 0.8457023501 3.0905704498    0.789  1.761  3.7952  2.707    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.545e-06 8.480e-05 -1.000 1.999e-04 0.367 1.376 0.547 0.344 0.288 0.286 0.291
0.0002 -1.89055 10.00000 0.8457282782 3.0905804634    0.790  1.762  3.7933  2.698    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.545e-06 8.480e-05 -1.000 2.000e-04 0.364 1.379 0.550 0.341 0.281 0.277 0.281
0.0002 -1.89055 10.00000 0.8457815051 3.0906009674    0.790  1.766  3.7892  2.679    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.546e-06 8.480e-05 -1.000 2.000e-04 0.356 1.387 0.555 0.333 0.266 0.259 0.260
0.0002 -1.89055 10.00000 0.8458378911 3.0906226635    0.790  1.769  3.7849  2.658    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.546e-06 8.481e-05 -1.000 2.000e-04 0.346 1.395 0.560 0.324 0.249 0.238 0.238
0.0002 -1.89055 10.00000 0.8458935618 3.0906443596    0.790  1.773  3.7811  2.638    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.546e-06 8.481e-05 -1.000 2.000e-04 0.337 1.401 0.562 0.314 0.233 0.218 0.216
0.0002 -1.89055 10.00000 0.8459505439 3.0906662941    0.790  1.778  3.7770  2.618    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.369e-05 9.547e-06 8.481e-05 -1.000 2.000e-04 0.325 1.408 0.565 0.304 0.215 0.196 0.192
0.0002 -1.89055 10.00000 0.8460049033 3.0906872749    0.790  1.783  3.7737  2.600    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.465e-01 3.369e-05 9.547e-06 8.481e-05 -1.000 2.000e-04 0.313 1.413 0.564 0.293 0.198 0.176 0.170
0.0002 -1.89055 10.00000 0.8460592031 3.0907082558    0.790  1.787  3.7710  2.584    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.465e-01 3.369e-05 9.548e-06 8.481e-05 -1.000 2.000e-04 0.302 1.415 0.562 0.282 0.183 0.158 0.150
0.0002 -1.89055 10.00000 0.8461127877 3.0907289982    0.790  1.793  3.7680  2.566    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.465e-01 3.369e-05 9.548e-06 8.481e-05 -1.000 1.999e-04 0.287 1.416 0.558 0.268 0.164 0.136 0.127
0.0002 -1.89055 10.00000 0.8461672068 3.0907499790    0.790  1.800  3.7648  2.547    4  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.465e-01 3.369e-05 9.548e-06 8.481e-05 -1.000 2.000e-04 0.270 1.416 0.551 0.252 0.142 0.111 0.100
