# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue Jun  9 14:43:46 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: LSST + Gaia + Euclid + Roman (updated as of 2025, LSST+Euclid are ABmags, Gaia+Roman are Vegamags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    ymag    Gmag    G_BPmag  G_RPmag  VISmag  Ymag    Bluemag  Jmag    Redmag  Hmag    F062mag  F087mag  F106mag  F129mag  F158mag  F184mag  F146mag  F213mag
0.0001 -2.19174 10.00000 0.4535714388 2.1864813481    0.453 -1.180  3.6734  4.920    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.27e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 7.721 9.830 8.496 7.787 7.482 7.350 7.276 7.778 8.294 7.094 7.605 7.245 7.241 7.206 7.222 7.286 7.651 6.854 6.580 6.248 5.902 5.768 6.218 5.714
0.0001 -2.19174 10.00000 0.5026785731 2.2401984691    0.503 -1.021  3.6875  4.863    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.25e-15      0.00 7.523e-01 2.476e-01 1.788e-05 4.824e-06 4.375e-05 -1.000 9.996e-05 7.323 9.211 8.009 7.362 7.086 6.970 6.909 7.353 7.830 6.701 7.200 6.885 6.883 6.862 6.885 6.959 7.227 6.475 6.219 5.901 5.568 5.444 5.875 5.396
0.0001 -2.19174 10.00000 0.5517857671 2.2851312492    0.551 -0.830  3.7060  4.786    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-14      0.00 7.793e-01 2.206e-01 1.605e-05 4.332e-06 3.930e-05 -1.000 9.999e-05 6.846 8.475 7.431 6.860 6.621 6.526 6.479 6.849 7.279 6.239 6.722 6.465 6.465 6.462 6.494 6.581 6.725 6.030 5.798 5.496 5.182 5.070 5.475 5.029
0.0001 -2.19174 10.00000 0.5857202411 2.3111709190    0.585 -0.694  3.7222  4.740    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-14      0.00 7.868e-01 2.131e-01 1.556e-05 4.202e-06 3.813e-05 -1.000 9.999e-05 6.505 7.939 7.014 6.505 6.297 6.219 6.185 6.492 6.884 5.917 6.387 6.179 6.181 6.193 6.235 6.333 6.371 5.724 5.511 5.224 4.927 4.825 5.207 4.790
0.0001 -2.19174 10.00000 0.6008928418 2.3217254164    0.600 -0.635  3.7292  4.721    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 7.901e-01 2.098e-01 1.535e-05 4.145e-06 3.762e-05 -1.000 1.000e-04 6.359 7.717 6.838 6.355 6.159 6.088 6.060 6.340 6.715 5.780 6.245 6.057 6.059 6.079 6.125 6.227 6.221 5.593 5.388 5.108 4.818 4.721 5.093 4.688
0.0001 -2.19174 10.00000 0.6122335196 2.3292226637    0.612 -0.588  3.7354  4.707    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.933e-01 2.066e-01 1.514e-05 4.090e-06 3.713e-05 -1.000 9.997e-05 6.240 7.538 6.696 6.235 6.050 5.986 5.962 6.218 6.581 5.672 6.132 5.962 5.965 5.991 6.040 6.147 6.101 5.491 5.293 5.018 4.734 4.641 5.004 4.611
0.0001 -2.19174 10.00000 0.6268575788 2.3384315207    0.627 -0.527  3.7435  4.688    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-14      0.00 7.976e-01 2.023e-01 1.486e-05 4.015e-06 3.645e-05 -1.000 1.000e-04 6.088 7.312 6.515 6.081 5.911 5.855 5.836 6.062 6.408 5.534 5.987 5.840 5.844 5.877 5.930 6.043 5.948 5.360 5.171 4.902 4.627 4.539 4.891 4.511
0.0001 -2.19174 10.00000 0.6399217844 2.3462501009    0.640 -0.472  3.7507  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.018e-01 1.982e-01 1.460e-05 3.944e-06 3.582e-05 -1.000 8.047e-05 5.950 7.113 6.353 5.945 5.788 5.740 5.726 5.924 6.254 5.412 5.860 5.733 5.738 5.776 5.833 5.950 5.812 5.244 5.063 4.800 4.531 4.448 4.790 4.423
0.0001 -2.19174 10.00000 0.6499999762 2.3520353107    0.650 -0.430  3.7563  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-14      0.00 8.051e-01 1.948e-01 1.438e-05 3.886e-06 3.530e-05 -1.000 4.314e-05 5.844 6.964 6.229 5.841 5.694 5.651 5.641 5.818 6.136 5.319 5.762 5.650 5.655 5.699 5.758 5.878 5.708 5.156 4.980 4.721 4.456 4.377 4.712 4.354
0.0001 -2.19174 10.00000 0.6578151584 2.3563814217    0.658 -0.396  3.7604  4.646    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-14      0.00 8.084e-01 1.915e-01 1.417e-05 3.830e-06 3.479e-05 -1.000 1.000e-04 5.760 6.849 6.133 5.760 5.620 5.581 5.574 5.736 6.045 5.245 5.685 5.585 5.590 5.637 5.698 5.821 5.626 5.086 4.915 4.658 4.397 4.320 4.650 4.299
0.0001 -2.19174 10.00000 0.6703730226 2.3631215241    0.670 -0.342  3.7670  4.626    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-14      0.00 8.140e-01 1.859e-01 1.380e-05 3.734e-06 3.393e-05 -1.000 1.000e-04 5.625 6.672 5.981 5.629 5.501 5.468 5.465 5.602 5.899 5.126 5.561 5.478 5.484 5.536 5.600 5.727 5.496 4.973 4.808 4.556 4.301 4.228 4.550 4.210
0.0001 -2.19174 10.00000 0.6827354431 2.3694789759    0.683 -0.288  3.7734  4.606    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-14      0.00 8.200e-01 1.799e-01 1.342e-05 3.631e-06 3.301e-05 -1.000 9.999e-05 5.490 6.501 5.830 5.499 5.381 5.354 5.355 5.470 5.755 5.008 5.438 5.371 5.377 5.434 5.501 5.632 5.366 4.859 4.700 4.453 4.203 4.134 4.448 4.118
0.0001 -2.19174 10.00000 0.6937190890 2.3749093271    0.694 -0.239  3.7789  4.586    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.42e-14      0.00 8.257e-01 1.742e-01 1.305e-05 3.534e-06 3.213e-05 -1.000 1.000e-04 5.368 6.349 5.696 5.382 5.273 5.251 5.255 5.351 5.626 4.900 5.326 5.273 5.280 5.341 5.410 5.545 5.249 4.756 4.601 4.358 4.113 4.048 4.354 4.033
0.0001 -2.19174 10.00000 0.6999999881 2.3779266974    0.700 -0.211  3.7820  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-14      0.00 8.291e-01 1.708e-01 1.283e-05 3.475e-06 3.160e-05 -1.000 1.000e-04 5.298 6.264 5.618 5.315 5.211 5.192 5.198 5.282 5.551 4.838 5.262 5.217 5.224 5.288 5.358 5.495 5.181 4.697 4.545 4.305 4.062 3.999 4.301 3.986
0.0001 -2.19174 10.00000 0.7001399398 2.3779932221    0.700 -0.210  3.7821  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-14      0.00 8.292e-01 1.707e-01 1.282e-05 3.474e-06 3.159e-05 -1.000 9.994e-05 5.296 6.262 5.616 5.313 5.210 5.191 5.196 5.281 5.550 4.837 5.260 5.215 5.223 5.286 5.357 5.494 5.180 4.695 4.544 4.303 4.061 3.998 4.300 3.985
0.0001 -2.19174 10.00000 0.7127579451 2.3838678241    0.712 -0.152  3.7880  4.547    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -5.57e-14      0.00 8.363e-01 1.637e-01 1.237e-05 3.363e-06 3.062e-05 -1.000 7.498e-05 5.151 6.091 5.457 5.174 5.080 5.067 5.076 5.138 5.396 4.708 5.127 5.097 5.105 5.174 5.248 5.389 5.040 4.571 4.425 4.189 3.953 3.894 4.187 3.882
0.0001 -2.19174 10.00000 0.7249027491 2.3893005615    0.725 -0.094  3.7935  4.518    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.52e-14      0.00 8.426e-01 1.573e-01 1.198e-05 3.269e-06 2.979e-05 -1.000 4.938e-05 5.006 5.924 5.299 5.034 4.950 4.942 4.954 4.996 5.244 4.578 4.992 4.977 4.986 5.060 5.137 5.282 4.900 4.446 4.305 4.074 3.843 3.788 4.073 3.778
0.0001 -2.19174 10.00000 0.7357030511 2.3939589821    0.735 -0.040  3.7983  4.490    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.56e-14      0.00 8.477e-01 1.522e-01 1.168e-05 3.197e-06 2.916e-05 -1.000 6.302e-05 4.871 5.773 5.153 4.904 4.828 4.825 4.839 4.864 5.103 4.456 4.867 4.864 4.873 4.953 5.033 5.181 4.770 4.328 4.192 3.965 3.741 3.688 3.966 3.679
0.0001 -2.19174 10.00000 0.7458790541 2.3982064753    0.745  0.013  3.8028  4.461    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.77e-14      0.00 8.520e-01 1.480e-01 1.144e-05 3.142e-06 2.869e-05 -1.000 1.642e-05 4.739 5.627 5.010 4.774 4.706 4.707 4.724 4.733 4.965 4.335 4.742 4.751 4.761 4.845 4.928 5.080 4.640 4.211 4.079 3.856 3.637 3.588 3.858 3.580
0.0001 -2.19174 10.00000 0.7500000000 2.3998889087    0.750  0.035  3.8045  4.448    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.34e-14      0.00 8.536e-01 1.464e-01 1.136e-05 3.124e-06 2.853e-05 -1.000 1.490e-08 4.683 5.567 4.950 4.720 4.655 4.658 4.675 4.677 4.906 4.284 4.690 4.703 4.713 4.800 4.884 5.037 4.586 4.161 4.031 3.810 3.593 3.545 3.812 3.537
0.0001 -2.19174 10.00000 0.7573733330 2.4028467018    0.757  0.075  3.8079  4.425    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 8.540e-01 1.460e-01 1.139e-05 3.134e-06 2.864e-05 -1.000 1.512e-05 4.581 5.456 4.840 4.621 4.561 4.568 4.587 4.577 4.800 4.191 4.594 4.617 4.627 4.718 4.804 4.960 4.486 4.071 3.944 3.727 3.515 3.468 3.730 3.461
0.0001 -2.19174 10.00000 0.7659595013 2.4062086229    0.765  0.125  3.8119  4.396    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 8.544e-01 1.456e-01 1.144e-05 3.147e-06 2.876e-05 -1.000 3.265e-05 4.456 5.322 4.704 4.498 4.446 4.456 4.477 4.452 4.669 4.075 4.475 4.508 4.519 4.615 4.704 4.864 4.363 3.959 3.836 3.623 3.416 3.372 3.627 3.366
0.0001 -2.19174 10.00000 0.7741831541 2.4093483288    0.773  0.177  3.8157  4.365    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 8.546e-01 1.453e-01 1.147e-05 3.160e-06 2.889e-05 -1.000 9.999e-05 4.328 5.187 4.566 4.371 4.325 4.339 4.362 4.324 4.534 3.955 4.352 4.395 4.407 4.508 4.600 4.763 4.236 3.842 3.722 3.514 3.314 3.272 3.519 3.266
0.0001 -2.19174 10.00000 0.7818734646 2.4122157903    0.781  0.228  3.8193  4.332    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-13      0.00 8.548e-01 1.451e-01 1.152e-05 3.174e-06 2.903e-05 -1.000 9.996e-05 4.200 5.052 4.427 4.243 4.203 4.221 4.245 4.194 4.399 3.834 4.227 4.281 4.292 4.399 4.493 4.659 4.108 3.723 3.607 3.403 3.209 3.169 3.410 3.163
0.0001 -2.19174 10.00000 0.7911351323 2.4155842040    0.790  0.296  3.8234  4.286    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 8.548e-01 1.451e-01 1.158e-05 3.193e-06 2.922e-05 -1.000 9.999e-05 4.031 4.876 4.246 4.074 4.042 4.064 4.090 4.024 4.223 3.673 4.063 4.127 4.140 4.253 4.350 4.520 3.939 3.566 3.454 3.255 3.067 3.030 3.263 3.024
0.0001 -2.19174 10.00000 0.7996870279 2.4186149339    0.799  0.365  3.8270  4.235    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.211e-06 2.938e-05 -1.000 1.787e-05 3.857 4.697 4.060 3.900 3.874 3.900 3.927 3.848 4.041 3.505 3.892 3.966 3.979 4.098 4.198 4.371 3.765 3.401 3.292 3.099 2.917 2.881 3.107 2.875
0.0001 -2.19174 10.00000 0.8000000119 2.4187244405    0.799  0.368  3.8271  4.233    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.212e-06 2.939e-05 -1.000 1.442e-05 3.850 4.691 4.053 3.893 3.868 3.894 3.921 3.842 4.034 3.499 3.886 3.960 3.973 4.092 4.193 4.366 3.758 3.395 3.286 3.093 2.912 2.875 3.101 2.870
0.0001 -2.19174 10.00000 0.8012468815 2.4191597177    0.800  0.378  3.8276  4.226    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-13      0.00 8.547e-01 1.453e-01 1.165e-05 3.213e-06 2.940e-05 -1.000 1.907e-06 3.825 4.664 4.026 3.868 3.843 3.870 3.897 3.816 4.007 3.474 3.861 3.937 3.950 4.070 4.171 4.344 3.733 3.371 3.263 3.070 2.890 2.854 3.079 2.848
0.0001 -2.19174 10.00000 0.8072426915 2.4212312525    0.806  0.431  3.8299  4.185    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-13      0.00 8.542e-01 1.457e-01 1.168e-05 3.221e-06 2.948e-05 -1.000 1.000e-04 3.693 4.529 3.886 3.735 3.715 3.744 3.772 3.682 3.870 3.346 3.731 3.813 3.826 3.950 4.053 4.228 3.600 3.245 3.139 2.949 2.773 2.738 2.958 2.732
0.0001 -2.19174 10.00000 0.8138886094 2.4234864318    0.813  0.494  3.8316  4.132    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 8.523e-01 1.476e-01 1.181e-05 3.254e-06 2.978e-05 -1.000 1.000e-04 3.535 4.371 3.720 3.576 3.560 3.591 3.619 3.522 3.707 3.191 3.574 3.661 3.675 3.801 3.906 4.083 3.441 3.091 2.986 2.800 2.627 2.593 2.809 2.587
0.0001 -2.19174 10.00000 0.8152154088 2.4239315979    0.814  0.508  3.8316  4.119    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-13      0.00 8.519e-01 1.480e-01 1.183e-05 3.261e-06 2.984e-05 -1.000 9.999e-05 3.501 4.336 3.685 3.541 3.525 3.556 3.584 3.487 3.672 3.156 3.539 3.626 3.640 3.767 3.872 4.049 3.406 3.057 2.952 2.765 2.593 2.559 2.775 2.553
0.0001 -2.19174 10.00000 0.8159552813 2.4241791161    0.815  0.516  3.8316  4.111    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-13      0.00 8.516e-01 1.483e-01 1.185e-05 3.265e-06 2.988e-05 -1.000 9.994e-05 3.480 4.316 3.664 3.520 3.504 3.536 3.563 3.466 3.651 3.135 3.518 3.606 3.619 3.747 3.851 4.028 3.385 3.036 2.931 2.745 2.572 2.538 2.754 2.532
0.0001 -2.19174 10.00000 0.8201174140 2.4255619570    0.819  0.565  3.8304  4.060    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.72e-13      0.00 8.504e-01 1.495e-01 1.193e-05 3.286e-06 3.007e-05 -1.000 1.000e-04 3.358 4.197 3.541 3.396 3.379 3.409 3.436 3.342 3.528 3.010 3.393 3.478 3.491 3.617 3.721 3.898 3.261 2.909 2.803 2.616 2.442 2.407 2.625 2.402
0.0001 -2.19174 10.00000 0.8240900040 2.4268668517    0.822  0.619  3.8266  3.993    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-13      0.00 8.492e-01 1.507e-01 1.200e-05 3.306e-06 3.025e-05 -1.000 1.000e-04 3.222 4.069 3.410 3.257 3.234 3.261 3.286 3.204 3.395 2.865 3.251 3.326 3.339 3.460 3.562 3.735 3.122 2.762 2.652 2.460 2.281 2.244 2.469 2.239
0.0001 -2.19174 10.00000 0.8247934580 2.4270964124    0.823  0.630  3.8256  3.979    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-13      0.00 8.490e-01 1.509e-01 1.201e-05 3.310e-06 3.028e-05 -1.000 9.999e-05 3.196 4.045 3.386 3.230 3.206 3.232 3.256 3.178 3.370 2.836 3.223 3.296 3.309 3.429 3.529 3.702 3.095 2.732 2.622 2.429 2.249 2.211 2.437 2.205
0.0001 -2.19174 10.00000 0.8254300952 2.4273037808    0.824  0.640  3.8242  3.962    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-13      0.00 8.488e-01 1.511e-01 1.203e-05 3.313e-06 3.031e-05 -1.000 1.000e-04 3.169 4.021 3.361 3.202 3.176 3.200 3.224 3.150 3.344 2.806 3.194 3.263 3.276 3.393 3.493 3.665 3.067 2.701 2.589 2.394 2.212 2.174 2.403 2.168
0.0001 -2.19174 10.00000 0.8275688291 2.4279977328    0.826  0.679  3.8179  3.900    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.34e-13      0.00 8.482e-01 1.517e-01 1.207e-05 3.324e-06 3.041e-05 -1.000 1.000e-04 3.073 3.939 3.278 3.102 3.066 3.085 3.105 3.053 3.255 2.696 3.089 3.141 3.153 3.262 3.357 3.524 2.967 2.586 2.468 2.266 2.074 2.032 2.272 2.026
0.0001 -2.19174 10.00000 0.8291981816 2.4285236447    0.827  0.712  3.8102  3.836    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.53e-13      0.00 8.477e-01 1.522e-01 1.210e-05 3.332e-06 3.048e-05 -1.000 9.997e-05 2.989 3.872 3.210 3.014 2.966 2.976 2.994 2.967 3.181 2.595 2.993 3.026 3.036 3.135 3.225 3.385 2.879 2.478 2.353 2.141 1.938 1.892 2.146 1.886
0.0001 -2.19174 10.00000 0.8304694295 2.4289323222    0.829  0.743  3.8011  3.770    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.86e-13      0.00 8.473e-01 1.526e-01 1.212e-05 3.339e-06 3.054e-05 -1.000 9.993e-05 2.913 3.821 3.156 2.933 2.870 2.872 2.885 2.890 3.119 2.498 2.904 2.912 2.922 3.008 3.091 3.244 2.799 2.374 2.240 2.018 1.802 1.751 2.020 1.743
0.0001 -2.19174 10.00000 0.8314917684 2.4292599387    0.830  0.771  3.7910  3.702    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.470e-01 1.529e-01 1.214e-05 3.345e-06 3.060e-05 -1.000 8.632e-05 2.842 3.784 3.112 2.859 2.779 2.771 2.778 2.819 3.064 2.406 2.819 2.801 2.809 2.882 2.959 3.103 2.725 2.274 2.129 1.896 1.665 1.608 1.896 1.600
0.0001 -2.19174 10.00000 0.8323430419 2.4295320299    0.830  0.797  3.7806  3.635    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 8.429e-01 1.571e-01 1.238e-05 3.410e-06 3.118e-05 -1.000 6.822e-05 2.777 3.757 3.075 2.791 2.693 2.675 2.677 2.755 3.017 2.319 2.741 2.695 2.701 2.761 2.831 2.967 2.656 2.178 2.023 1.779 1.534 1.470 1.776 1.460
0.0001 -2.19174 10.00000 0.8330845237 2.4297685076    0.831  0.822  3.7708  3.571    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-12      0.00 8.236e-01 1.763e-01 1.348e-05 3.704e-06 3.381e-05 -1.000 4.196e-05 2.714 3.738 3.039 2.725 2.611 2.584 2.580 2.692 2.972 2.236 2.665 2.593 2.599 2.647 2.711 2.839 2.591 2.088 1.923 1.669 1.410 1.341 1.662 1.328
