# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue Jun  9 14:56:51 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: LSST + Gaia + Euclid + Roman (updated as of 2025, LSST+Euclid are ABmags, Gaia+Roman are Vegamags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    ymag    Gmag    G_BPmag  G_RPmag  VISmag  Ymag    Bluemag  Jmag    Redmag  Hmag    F062mag  F087mag  F106mag  F129mag  F158mag  F184mag  F146mag  F213mag
0.0001 -2.19174 10.07918 0.1000000015 1.1711064122    0.100 -2.780  3.5588  5.405    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 7.453e-01 2.546e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.721 16.422 13.682 12.211 11.545 11.240 11.066 12.104 13.072 11.134 11.767 10.965 10.944 10.831 10.883 11.006 12.048 10.739 10.307 9.876 9.578 9.506 9.909 9.441
0.0001 -2.19174 10.07918 0.1098214313 1.2482754908    0.109 -2.632  3.5741  5.357    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-16      0.00 7.435e-01 2.564e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.349 15.581 13.095 11.745 11.163 10.893 10.730 11.681 12.564 10.754 11.366 10.639 10.620 10.507 10.538 10.634 11.596 10.393 9.979 9.557 9.223 9.127 9.567 9.063
0.0001 -2.19174 10.07918 0.1294642836 1.3786745408    0.129 -2.390  3.5965  5.277    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-16      0.00 7.405e-01 2.594e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.744 14.370 12.209 11.045 10.547 10.314 10.171 11.009 11.787 10.142 10.727 10.094 10.078 9.974 9.983 10.045 10.904 9.816 9.433 9.028 8.658 8.529 9.011 8.464
0.0001 -2.19174 10.07918 0.1491071582 1.4855959672    0.149 -2.227  3.6079  5.220    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.336 13.695 11.675 10.597 10.133 9.917 9.784 10.569 11.300 9.730 10.304 9.714 9.700 9.603 9.604 9.655 10.458 9.418 9.052 8.657 8.278 8.135 8.630 8.068
0.0001 -2.19174 10.07918 0.1687500030 1.5756139920    0.168 -2.100  3.6152  5.176    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.29e-16      0.00 7.378e-01 2.621e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.020 13.216 11.284 10.256 9.812 9.606 9.480 10.233 10.935 9.412 9.978 9.415 9.402 9.311 9.309 9.355 10.118 9.109 8.753 8.365 7.982 7.834 8.333 7.765
0.0001 -2.19174 10.07918 0.2080357224 1.7204495903    0.207 -1.896  3.6261  5.108    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.79e-16      0.00 7.374e-01 2.625e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.511 12.477 10.666 9.711 9.296 9.105 8.989 9.692 10.354 8.898 9.453 8.930 8.919 8.837 8.834 8.877 9.573 8.608 8.267 7.889 7.507 7.354 7.854 7.285
0.0001 -2.19174 10.07918 0.2571428716 1.8581268277    0.257 -1.708  3.6362  5.052    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-15      0.00 7.377e-01 2.622e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.996e-05 9.041 11.808 10.103 9.208 8.819 8.641 8.534 9.193 9.820 8.424 8.968 8.481 8.472 8.399 8.398 8.442 9.071 8.144 7.818 7.450 7.072 6.919 7.413 6.852
0.0001 -2.19174 10.07918 0.3062500358 1.9652636675    0.306 -1.563  3.6446  5.017    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-15      0.00 7.377e-01 2.622e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.996e-05 8.677 11.286 9.667 8.819 8.449 8.282 8.183 8.806 9.405 8.056 8.593 8.135 8.127 8.063 8.064 8.112 8.682 7.786 7.472 7.112 6.740 6.590 7.076 6.525
0.0001 -2.19174 10.07918 0.3553571403 2.0521113302    0.355 -1.440  3.6525  4.990    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-15      0.00 7.387e-01 2.612e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.371 10.839 9.298 8.489 8.138 7.981 7.889 8.478 9.053 7.746 8.276 7.846 7.838 7.782 7.787 7.839 8.352 7.484 7.181 6.829 6.464 6.318 6.795 6.255
0.0001 -2.19174 10.07918 0.4044643044 2.1246090444    0.404 -1.319  3.6608  4.959    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-15      0.00 7.500e-01 2.499e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 8.068 10.390 8.931 8.164 7.831 7.684 7.600 8.154 8.705 7.441 7.963 7.561 7.555 7.508 7.517 7.574 8.027 7.188 6.897 6.553 6.195 6.054 6.520 5.994
